SCOPE,AGG_LEVEL,YEAR,CAMPUS NUMBER,CAMPUS NAME,GRADE GROUP,DISTRICT NUMBER,DISTRICT NAME,REGION,COUNTY NUMBER,COUNTY NAME,TOTAL ENROLLMENT,TOTAL G & T STUDENTS,TOTAL CTE STUDENTS,TOTAL LEP STUDENTS,TOTAL BILINGUAL STUDENTS,TOTAL ESL STUDENTS,TOTAL ECONOMICALLY DISADVANTAGED STUDENTS,TOTAL TITLE I STUDENTS,TOTAL AT RISK STUDENTS,TOTAL MILITARY CONNECTED STUDENTS,TOTAL FOSTER CARE STUDENTS,TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES,SUM_HOMELESS,TOTAL DYSLEXIC STUDENTS
STATE,CAMPUS,2016-2017,15907057,ROGERS MIDDLE,MIDDLE SCHOOL,15907,SAN ANTONIO ISD,20,15,BEXAR COUNTY,563,24,127,62,0,61,532,563,456,-9999999,-9999999,90,6,32
STATE,CAMPUS,2016-2017,20908111,ROGERS MIDDLE,MIDDLE SCHOOL,20908,PEARLAND ISD,4,20,BRAZORIA COUNTY,853,96,0,38,0,31,118,-9999999,205,7,-9999999,83,-9999999,49
STATE,CAMPUS,2016-2017,198903101,ROLAND REYNOLDS EL,ELEMENTARY,198903,FRANKLIN ISD,6,198,ROBERTSON COUNTY,538,5,0,20,0,20,227,538,108,-9999999,0,50,0,17
STATE,CAMPUS,2016-2017,57913107,ROLLING HILLS EL,ELEMENTARY,57913,LANCASTER ISD,10,57,DALLAS COUNTY,645,29,0,-9999999,0,-9999999,590,645,386,18,11,59,42,-9999999
STATE,CAMPUS,2016-2017,188902101,ROLLING HILLS EL,ELEMENTARY,188902,RIVER ROAD ISD,16,188,POTTER COUNTY,470,0,0,17,0,14,352,470,184,-9999999,0,45,19,15
STATE,CAMPUS,2016-2017,15916118,ROLLING MEADOWS EL,ELEMENTARY,15916,JUDSON ISD,20,15,BEXAR COUNTY,864,33,0,49,-9999999,17,315,0,556,116,7,70,5,50
STATE,CAMPUS,2016-2017,214903001,ROMA H S,HIGH SCHOOL,214903,ROMA ISD,1,214,STARR COUNTY,1790,234,1323,586,0,586,1525,1790,1019,0,0,89,0,105
STATE,CAMPUS,2016-2017,214903041,ROMA MIDDLE,MIDDLE SCHOOL,214903,ROMA ISD,1,214,STARR COUNTY,734,99,115,461,0,461,616,734,509,0,0,55,0,135
STATE,CAMPUS,2016-2017,108911104,ROMULO D MARTINEZ EL,ELEMENTARY,108911,SHARYLAND ISD,1,108,HIDALGO COUNTY,608,50,0,268,258,7,436,608,371,-9999999,0,45,-9999999,20
STATE,CAMPUS,2016-2017,57905264,RONALD E MCNAIR EL,ELEMENTARY,57905,DALLAS ISD,10,57,DALLAS COUNTY,658,56,0,69,65,-9999999,624,658,282,-9999999,6,53,97,10
STATE,CAMPUS,2016-2017,15912041,RONALD E MCNAIR MIDDLE,MIDDLE SCHOOL,15912,SOUTHWEST ISD,20,15,BEXAR COUNTY,773,99,0,84,0,77,563,773,445,10,10,97,-9999999,60
STATE,CAMPUS,2016-2017,246913122,RONALD REAGAN EL,ELEMENTARY,246913,LEANDER ISD,13,246,WILLIAMSON COUNTY,875,167,0,44,0,43,72,0,238,15,0,67,0,30
STATE,CAMPUS,2016-2017,57910050,RONALD W REAGAN MIDDLE,MIDDLE SCHOOL,57910,GRAND PRAIRIE ISD,10,57,DALLAS COUNTY,889,131,73,76,0,66,429,6,419,0,0,125,10,44
STATE,CAMPUS,2016-2017,101914117,ROOSEVELT ALEXANDER EL,ELEMENTARY,101914,KATY ISD,4,101,HARRIS COUNTY,1024,145,0,262,0,255,50,0,379,-9999999,0,93,0,40
STATE,CAMPUS,2016-2017,108908039,ROOSEVELT ALTERNATIVE SCHOOL,ELEMENTARY / SECONDARY,108908,MISSION CISD,1,108,HIDALGO COUNTY,45,0,11,15,0,15,43,45,45,0,0,7,0,-9999999
STATE,CAMPUS,2016-2017,15905113,ROOSEVELT EL,ELEMENTARY,15905,EDGEWOOD ISD,20,15,BEXAR COUNTY,512,12,0,118,107,-9999999,499,512,373,-9999999,0,31,13,15
STATE,CAMPUS,2016-2017,101912231,ROOSEVELT EL,ELEMENTARY,101912,HOUSTON ISD,4,101,HARRIS COUNTY,724,204,0,263,201,87,632,724,440,0,0,40,-9999999,8
STATE,CAMPUS,2016-2017,108906121,ROOSEVELT EL,ELEMENTARY,108906,MCALLEN ISD,1,108,HIDALGO COUNTY,572,21,0,388,371,18,543,572,458,0,0,36,-9999999,-9999999
STATE,CAMPUS,2016-2017,152908101,ROOSEVELT EL,ELEMENTARY,152908,ROOSEVELT ISD,17,152,LUBBOCK COUNTY,526,6,0,23,0,23,429,526,206,-9999999,32,39,0,7
STATE,CAMPUS,2016-2017,15910004,ROOSEVELT H S,HIGH SCHOOL,15910,NORTH EAST ISD,20,15,BEXAR COUNTY,2912,136,1782,263,0,261,1929,29,1770,109,-9999999,311,29,46
STATE,CAMPUS,2016-2017,152908001,ROOSEVELT H S,HIGH SCHOOL,152908,ROOSEVELT ISD,17,152,LUBBOCK COUNTY,293,12,290,-9999999,0,-9999999,199,0,68,0,15,29,0,0
STATE,CAMPUS,2016-2017,152908041,ROOSEVELT J H,MIDDLE SCHOOL,152908,ROOSEVELT ISD,17,152,LUBBOCK COUNTY,245,7,32,-9999999,0,-9999999,189,0,103,-9999999,-9999999,36,0,-9999999
STATE,CAMPUS,2016-2017,84906105,ROOSEVELT-WILSON EL,ELEMENTARY,84906,TEXAS CITY ISD,4,84,GALVESTON COUNTY,660,14,0,86,74,8,447,660,306,-9999999,-9999999,50,27,-9999999
STATE,CAMPUS,2016-2017,105904103,ROOSTER SPRINGS EL,ELEMENTARY,105904,DRIPPING SPRINGS ISD,13,105,HAYS COUNTY,937,33,0,22,0,20,22,0,192,11,-9999999,107,0,28
STATE,CAMPUS,2016-2017,110905001,ROPES SCHOOL,ELEMENTARY / SECONDARY,110905,ROPES ISD,17,110,HOCKLEY COUNTY,376,10,121,6,0,6,168,376,131,-9999999,-9999999,29,11,10
STATE,CAMPUS,2016-2017,214901108,ROQUE GUERRA JR EL,ELEMENTARY,214901,RIO GRANDE CITY CISD,1,214,STARR COUNTY,790,137,0,701,701,0,786,790,733,-9999999,0,79,0,7
STATE,CAMPUS,2016-2017,79907146,ROSA PARKS EL,ELEMENTARY,79907,FORT BEND ISD,4,79,FORT BEND COUNTY,646,-9999999,0,227,180,40,436,646,447,10,-9999999,52,7,6
STATE,CAMPUS,2016-2017,57913106,ROSA PARKS/MILLBROOK EL,ELEMENTARY,57913,LANCASTER ISD,10,57,DALLAS COUNTY,588,61,0,6,0,-9999999,523,588,336,21,17,48,24,-9999999
STATE,CAMPUS,2016-2017,177901001,ROSCOE COLLEGIATE H S,ELEMENTARY / SECONDARY,177901,ROSCOE COLLEGIATE ISD,14,177,NOLAN COUNTY,256,21,254,17,0,17,122,0,117,0,0,14,-9999999,15
STATE,CAMPUS,2016-2017,177901101,ROSCOE EL,ELEMENTARY,177901,ROSCOE COLLEGIATE ISD,14,177,NOLAN COUNTY,337,5,0,37,0,37,165,337,114,0,0,13,8,5
STATE,CAMPUS,2016-2017,94902102,ROSE GARDEN EL,ELEMENTARY,94902,SCHERTZ-CIBOLO-U CITY ISD,20,94,GUADALUPE COUNTY,512,25,0,11,0,11,267,512,184,69,-9999999,45,-9999999,11
STATE,CAMPUS,2016-2017,43910130,ROSE HAGGAR EL,ELEMENTARY,43910,PLANO ISD,10,43,COLLIN COUNTY,581,54,0,74,0,70,198,581,221,0,0,43,-9999999,11
STATE,CAMPUS,2016-2017,73905103,ROSEBUD PRI,ELEMENTARY,73905,ROSEBUD-LOTT ISD,12,73,FALLS COUNTY,209,-9999999,0,20,0,14,165,209,80,0,0,42,-9999999,-9999999
STATE,CAMPUS,2016-2017,73905005,ROSEBUD-LOTT DAEP,ELEMENTARY / SECONDARY,73905,ROSEBUD-LOTT ISD,12,73,FALLS COUNTY,-9999999,0,0,0,0,0,-9999999,0,-9999999,0,0,0,0,0
STATE,CAMPUS,2016-2017,73905001,ROSEBUD-LOTT H S,HIGH SCHOOL,73905,ROSEBUD-LOTT ISD,12,73,FALLS COUNTY,201,18,167,0,0,0,99,201,83,0,0,11,-9999999,9
STATE,CAMPUS,2016-2017,73905004,ROSEBUD-LOTT LEARNING CENTER,HIGH SCHOOL,73905,ROSEBUD-LOTT ISD,12,73,FALLS COUNTY,-9999999,0,0,-9999999,0,-9999999,-9999999,0,-9999999,0,0,-9999999,0,0
STATE,CAMPUS,2016-2017,73905041,ROSEBUD-LOTT MIDDLE,JUNIOR HIGH SCHOOL,73905,ROSEBUD-LOTT ISD,12,73,FALLS COUNTY,91,13,29,0,0,0,60,91,16,0,0,11,0,6
STATE,CAMPUS,2016-2017,227901251,ROSEDALE,ELEMENTARY / SECONDARY,227901,AUSTIN ISD,13,227,TRAVIS COUNTY,210,0,0,23,6,14,77,0,122,0,0,199,0,5
STATE,CAMPUS,2016-2017,101921110,ROSEHILL EL,ELEMENTARY,101921,TOMBALL ISD,4,101,HARRIS COUNTY,468,35,0,117,96,21,176,462,167,-9999999,-9999999,66,0,11
STATE,CAMPUS,2016-2017,57903118,ROSEMEADE EL,ELEMENTARY,57903,CARROLLTON-FARMERS BRANCH ISD,10,57,DALLAS COUNTY,417,28,0,80,28,51,189,417,130,0,0,57,0,7
STATE,CAMPUS,2016-2017,220905067,ROSEMONT 6TH GRADE,MIDDLE SCHOOL,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,473,59,0,207,0,195,434,473,435,-9999999,0,52,-9999999,20
STATE,CAMPUS,2016-2017,57905204,ROSEMONT EL,ELEMENTARY,57905,DALLAS ISD,10,57,DALLAS COUNTY,1070,112,0,375,620,0,806,1070,486,6,6,76,30,35
STATE,CAMPUS,2016-2017,57905359,ROSEMONT MIDDLE,MIDDLE SCHOOL,57905,DALLAS ISD,10,57,DALLAS COUNTY,191,46,0,139,183,-9999999,165,191,154,0,0,8,0,6
STATE,CAMPUS,2016-2017,220905057,ROSEMONT MIDDLE,JUNIOR HIGH SCHOOL,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,976,104,468,383,0,364,829,976,899,-9999999,0,84,5,24
STATE,CAMPUS,2016-2017,220905131,ROSEMONT PARK EL,ELEMENTARY,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,612,34,0,386,332,46,573,612,540,-9999999,0,47,5,12
STATE,CAMPUS,2016-2017,108912105,ROSENDO BENAVIDES EL,ELEMENTARY,108912,LA JOYA ISD,1,108,HIDALGO COUNTY,426,22,0,340,329,0,401,426,366,0,0,33,0,11
STATE,CAMPUS,2016-2017,243905208,ROSEWOOD HEAD START,ELEMENTARY,243905,WICHITA FALLS ISD,9,243,WICHITA COUNTY,97,0,0,26,17,8,96,0,35,0,-9999999,11,-9999999,0
STATE,CAMPUS,2016-2017,57905037,ROSIE SORRELLS EDUCATION AND SOCIA,HIGH SCHOOL,57905,DALLAS ISD,10,57,DALLAS COUNTY,333,134,333,27,0,21,264,333,69,0,0,-9999999,0,-9999999
STATE,CAMPUS,2016-2017,159901110,ROSITA VALLEY ELEMENTARY,ELEMENTARY,159901,EAGLE PASS ISD,20,159,MAVERICK COUNTY,476,27,0,206,203,-9999999,405,476,329,-9999999,0,25,13,-9999999
STATE,CAMPUS,2016-2017,159901116,ROSITA VALLEY LITERACY ACADEMY,ELEMENTARY,159901,EAGLE PASS ISD,20,159,MAVERICK COUNTY,350,0,0,206,204,0,321,350,241,0,0,40,-9999999,0
STATE,CAMPUS,2016-2017,68901119,ROSS EL,ELEMENTARY,68901,ECTOR COUNTY ISD,18,68,ECTOR COUNTY,361,16,0,7,0,-9999999,223,359,177,-9999999,-9999999,34,28,11
STATE,CAMPUS,2016-2017,101912232,ROSS EL,ELEMENTARY,101912,HOUSTON ISD,4,101,HARRIS COUNTY,381,23,0,100,47,33,359,381,251,0,0,18,-9999999,0
STATE,CAMPUS,2016-2017,15915043,ROSS MIDDLE,MIDDLE SCHOOL,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,1122,100,104,118,121,74,941,1122,754,13,-9999999,136,14,51
STATE,CAMPUS,2016-2017,71902042,ROSS MIDDLE,MIDDLE SCHOOL,71902,EL PASO ISD,19,71,EL PASO COUNTY,884,105,284,168,0,136,625,884,411,340,0,91,6,27
STATE,CAMPUS,2016-2017,101913047,ROSS STERLING MIDDLE,MIDDLE SCHOOL,101913,HUMBLE ISD,4,101,HARRIS COUNTY,862,29,196,185,-9999999,150,655,862,554,14,5,63,20,32
STATE,CAMPUS,2016-2017,76904101,ROTAN EL,ELEMENTARY,76904,ROTAN ISD,14,76,FISHER COUNTY,126,6,0,-9999999,0,-9999999,79,126,29,-9999999,-9999999,7,8,-9999999
STATE,CAMPUS,2016-2017,76904001,ROTAN H S,ELEMENTARY / SECONDARY,76904,ROTAN ISD,14,76,FISHER COUNTY,120,6,69,-9999999,0,-9999999,65,0,41,-9999999,0,12,9,5
STATE,CAMPUS,2016-2017,101915114,ROTH EL,ELEMENTARY,101915,KLEIN ISD,4,101,HARRIS COUNTY,715,18,0,148,81,69,299,-9999999,283,6,5,64,-9999999,13
STATE,CAMPUS,2016-2017,246909001,ROUND ROCK H S,HIGH SCHOOL,246909,ROUND ROCK ISD,13,246,WILLIAMSON COUNTY,3201,301,2586,92,0,89,417,22,735,41,5,209,22,131
STATE,CAMPUS,2016-2017,246909002,ROUND ROCK OPPORT CTR DAEP,ELEMENTARY / SECONDARY,246909,ROUND ROCK ISD,13,246,WILLIAMSON COUNTY,118,0,41,14,0,14,57,-9999999,118,-9999999,0,37,5,6
STATE,CAMPUS,2016-2017,75908101,ROUND TOP-CARMINE EL,ELEMENTARY,75908,ROUND TOP-CARMINE ISD,13,75,FAYETTE COUNTY,157,-9999999,0,23,0,23,63,30,70,0,0,10,0,0
STATE,CAMPUS,2016-2017,75908001,ROUND TOP-CARMINE H S,HIGH SCHOOL,75908,ROUND TOP-CARMINE ISD,13,75,FAYETTE COUNTY,124,-9999999,116,-9999999,0,-9999999,39,0,42,0,0,19,0,9
STATE,CAMPUS,2016-2017,246913004,ROUSE H S,HIGH SCHOOL,246913,LEANDER ISD,13,246,WILLIAMSON COUNTY,1991,325,1608,34,0,33,408,0,930,43,-9999999,227,8,76
STATE,CAMPUS,2016-2017,108906006,ROWE H S,HIGH SCHOOL,108906,MCALLEN ISD,1,108,HIDALGO COUNTY,2211,258,1895,316,0,312,1477,2211,1132,-9999999,-9999999,177,0,37
STATE,CAMPUS,2016-2017,227904115,ROWE LANE EL,ELEMENTARY,227904,PFLUGERVILLE ISD,13,227,TRAVIS COUNTY,894,39,0,52,0,49,108,-9999999,244,18,7,74,-9999999,22
STATE,CAMPUS,2016-2017,235902110,ROWLAND EL,ELEMENTARY,235902,VICTORIA ISD,3,235,VICTORIA COUNTY,435,8,0,15,0,15,372,435,120,-9999999,0,52,13,10
STATE,CAMPUS,2016-2017,57909137,ROWLETT EL,ELEMENTARY,57909,GARLAND ISD,10,57,DALLAS COUNTY,571,10,0,169,124,37,323,571,289,-9999999,-9999999,53,-9999999,5
STATE,CAMPUS,2016-2017,57909009,ROWLETT H S,HIGH SCHOOL,57909,GARLAND ISD,10,57,DALLAS COUNTY,2698,148,1893,107,0,95,1111,2698,715,35,0,212,14,28
STATE,CAMPUS,2016-2017,139908001,ROXTON ISD,ELEMENTARY / SECONDARY,139908,ROXTON ISD,8,139,LAMAR COUNTY,180,13,43,7,0,7,143,178,99,0,0,18,-9999999,8
STATE,CAMPUS,2016-2017,15908113,ROY BENAVIDEZ EL,ELEMENTARY,15908,SOUTH SAN ANTONIO ISD,20,15,BEXAR COUNTY,614,27,0,83,77,0,560,614,384,-9999999,7,63,12,12
STATE,CAMPUS,2016-2017,15905104,ROY CISNEROS EL,ELEMENTARY,15905,EDGEWOOD ISD,20,15,BEXAR COUNTY,477,10,0,158,141,0,460,477,370,-9999999,-9999999,39,15,25
STATE,CAMPUS,2016-2017,84909103,ROY J WOLLAM EL,ELEMENTARY,84909,SANTA FE ISD,4,84,GALVESTON COUNTY,1192,28,0,43,0,43,532,1192,302,10,7,147,7,0
STATE,CAMPUS,2016-2017,220904042,ROY JOHNSON SIXTH GRADE CAMPUS,MIDDLE SCHOOL,220904,EVERMAN ISD,11,220,TARRANT COUNTY,449,18,0,116,-9999999,115,415,448,386,-9999999,0,40,-9999999,23
STATE,CAMPUS,2016-2017,43907115,ROY LEE WALKER EL,ELEMENTARY,43907,MCKINNEY ISD,10,43,COLLIN COUNTY,580,82,0,12,0,11,31,0,61,0,0,48,5,26
STATE,CAMPUS,2016-2017,15907194,ROY MAAS YOUTH ALTERNATIVES/THE BR,ELEMENTARY / SECONDARY,15907,SAN ANTONIO ISD,20,15,BEXAR COUNTY,17,0,0,0,0,0,-9999999,0,17,0,-9999999,-9999999,-9999999,0
STATE,CAMPUS,2016-2017,178904003,ROY MILLER H S AND METRO SCHOOL OF,HIGH SCHOOL,178904,CORPUS CHRISTI ISD,2,178,NUECES COUNTY,1389,0,788,59,0,54,988,1389,968,-9999999,-9999999,152,41,66
STATE,CAMPUS,2016-2017,237905106,ROYAL EARLY CHILDHOOD CENTER,ELEMENTARY,237905,ROYAL ISD,4,237,WALLER COUNTY,341,0,0,166,157,0,287,341,215,0,0,31,-9999999,0
STATE,CAMPUS,2016-2017,237905105,ROYAL EL,ELEMENTARY,237905,ROYAL ISD,4,237,WALLER COUNTY,932,25,0,528,488,27,795,932,701,0,-9999999,77,-9999999,8
STATE,CAMPUS,2016-2017,237905002,ROYAL H S,HIGH SCHOOL,237905,ROYAL ISD,4,237,WALLER COUNTY,606,16,568,95,0,95,428,606,399,-9999999,0,60,0,0
STATE,CAMPUS,2016-2017,237905041,ROYAL J H,MIDDLE SCHOOL,237905,ROYAL ISD,4,237,WALLER COUNTY,486,29,336,170,5,146,412,486,363,-9999999,-9999999,33,0,10
STATE,CAMPUS,2016-2017,15910138,ROYAL RIDGE EL,ELEMENTARY,15910,NORTH EAST ISD,20,15,BEXAR COUNTY,620,19,0,46,8,29,344,6,145,88,6,63,-9999999,7
STATE,CAMPUS,2016-2017,101924102,ROYALWOOD EL,ELEMENTARY,101924,SHELDON ISD,4,101,HARRIS COUNTY,683,32,0,319,370,24,570,683,477,-9999999,0,34,8,-9999999
STATE,CAMPUS,2016-2017,199902002,ROYSE CITY H S,HIGH SCHOOL,199902,ROYSE CITY ISD,10,199,ROCKWALL COUNTY,1524,167,1301,83,0,83,440,0,483,16,0,106,0,76
STATE,CAMPUS,2016-2017,199902041,ROYSE CITY MIDDLE,JUNIOR HIGH SCHOOL,199902,ROYSE CITY ISD,10,199,ROCKWALL COUNTY,858,89,94,57,0,57,298,0,287,16,0,63,0,64
STATE,CAMPUS,2016-2017,246909015,RRISD EARLY COLLEGE H S,HIGH SCHOOL,246909,ROUND ROCK ISD,13,246,WILLIAMSON COUNTY,109,13,0,-9999999,0,-9999999,53,0,32,-9999999,0,-9999999,0,6
STATE,CAMPUS,2016-2017,214903105,RT BARRERA EL,ELEMENTARY,214903,ROMA ISD,1,214,STARR COUNTY,527,54,0,415,414,0,460,527,419,0,0,41,0,48
STATE,CAMPUS,2016-2017,108903104,RUBEN C RODRIGUEZ EL,ELEMENTARY,108903,EDCOUCH-ELSA ISD,1,108,HIDALGO COUNTY,429,47,0,114,114,0,429,429,304,-9999999,-9999999,32,15,5
STATE,CAMPUS,2016-2017,233901111,RUBEN CHAVIRA EL,ELEMENTARY,233901,SAN FELIPE-DEL RIO CISD,15,233,VAL VERDE COUNTY,578,41,0,175,161,12,470,578,417,33,-9999999,53,-9999999,25
STATE,CAMPUS,2016-2017,108907107,RUBEN HINOJOSA EL,ELEMENTARY,108907,MERCEDES ISD,1,108,HIDALGO COUNTY,742,108,0,188,179,0,682,740,410,-9999999,5,54,0,11
STATE,CAMPUS,2016-2017,108911105,RUBEN HINOJOSA EL,ELEMENTARY,108911,SHARYLAND ISD,1,108,HIDALGO COUNTY,389,74,0,248,238,8,187,389,275,-9999999,0,25,-9999999,11
STATE,CAMPUS,2016-2017,57906102,RUBY YOUNG EL,ELEMENTARY,57906,DESOTO ISD,10,57,DALLAS COUNTY,614,48,0,36,0,35,432,614,368,0,9,43,6,-9999999
STATE,CAMPUS,2016-2017,101912233,RUCKER EL,ELEMENTARY,101912,HOUSTON ISD,4,101,HARRIS COUNTY,546,63,0,303,257,5,490,546,444,-9999999,0,52,18,-9999999
STATE,CAMPUS,2016-2017,15915048,RUDDER MIDDLE,MIDDLE SCHOOL,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,1050,71,192,136,0,129,691,1050,700,18,0,132,12,32
STATE,CAMPUS,2016-2017,220905120,RUFINO MENDOZA SR EL,ELEMENTARY,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,466,47,0,261,248,-9999999,429,466,429,0,0,46,-9999999,-9999999
STATE,CAMPUS,2016-2017,57905117,RUFUS C BURLESON EL,ELEMENTARY,57905,DALLAS ISD,10,57,DALLAS COUNTY,733,91,0,314,278,0,724,733,406,0,0,31,-9999999,7
STATE,CAMPUS,2016-2017,57914109,RUGEL EL,ELEMENTARY,57914,MESQUITE ISD,10,57,DALLAS COUNTY,476,26,0,41,0,38,359,476,218,-9999999,0,40,5,39
STATE,CAMPUS,2016-2017,240903115,RUIZ EL,ELEMENTARY,240903,UNITED ISD,1,240,WEBB COUNTY,868,84,0,473,570,0,697,868,541,-9999999,0,73,0,9
STATE,CAMPUS,2016-2017,104903001,RULE SCHOOL,ELEMENTARY / SECONDARY,104903,RULE ISD,14,104,HASKELL COUNTY,139,8,56,6,0,6,121,139,86,-9999999,0,14,12,15
STATE,CAMPUS,2016-2017,101920112,RUMMEL CREEK EL,ELEMENTARY,101920,SPRING BRANCH ISD,4,101,HARRIS COUNTY,706,117,0,59,0,55,19,0,152,0,0,42,0,34
STATE,CAMPUS,2016-2017,128903101,RUNGE EL,ELEMENTARY,128903,RUNGE ISD,3,128,KARNES COUNTY,136,7,0,-9999999,0,-9999999,111,136,60,-9999999,0,17,0,-9999999
STATE,CAMPUS,2016-2017,128903001,RUNGE H S,ELEMENTARY / SECONDARY,128903,RUNGE ISD,3,128,KARNES COUNTY,152,14,98,-9999999,0,-9999999,111,152,89,0,0,15,0,-9999999
STATE,CAMPUS,2016-2017,108902105,RUNN EL,ELEMENTARY,108902,DONNA ISD,1,108,HIDALGO COUNTY,343,10,0,243,340,0,329,343,321,0,0,29,32,0
STATE,CAMPUS,2016-2017,246913043,RUNNING BRUSHY MIDDLE,MIDDLE SCHOOL,246913,LEANDER ISD,13,246,WILLIAMSON COUNTY,1253,271,0,89,0,89,414,157,663,25,-9999999,151,-9999999,80
STATE,CAMPUS,2016-2017,170902103,RUNYAN EL,ELEMENTARY,170902,CONROE ISD,6,170,MONTGOMERY COUNTY,665,16,0,346,214,129,522,665,437,-9999999,0,73,6,35
STATE,CAMPUS,2016-2017,152901178,RUSH EL,ELEMENTARY,152901,LUBBOCK ISD,17,152,LUBBOCK COUNTY,385,17,0,9,0,9,255,385,145,6,0,36,7,8
STATE,CAMPUS,2016-2017,37907102,RUSK EL,ELEMENTARY,37907,RUSK ISD,7,37,CHEROKEE COUNTY,313,11,0,31,0,31,225,313,92,0,-9999999,37,-9999999,12
STATE,CAMPUS,2016-2017,71902138,RUSK EL,ELEMENTARY,71902,EL PASO ISD,19,71,EL PASO COUNTY,339,24,0,168,187,0,319,339,272,6,-9999999,27,6,27
STATE,CAMPUS,2016-2017,165901116,RUSK EL,ELEMENTARY,165901,MIDLAND ISD,18,165,MIDLAND COUNTY,445,0,0,85,0,84,240,445,194,-9999999,-9999999,28,0,25
STATE,CAMPUS,2016-2017,37907002,RUSK H S,HIGH SCHOOL,37907,RUSK ISD,7,37,CHEROKEE COUNTY,622,40,498,12,0,12,324,0,245,-9999999,0,64,0,28
STATE,CAMPUS,2016-2017,37907100,RUSK INTERMEDIATE,ELEMENTARY,37907,RUSK ISD,7,37,CHEROKEE COUNTY,293,19,0,20,0,19,197,293,139,-9999999,-9999999,41,0,22
STATE,CAMPUS,2016-2017,37907041,RUSK J H,MIDDLE SCHOOL,37907,RUSK ISD,7,37,CHEROKEE COUNTY,509,39,113,19,0,19,307,509,269,6,-9999999,59,-9999999,24
STATE,CAMPUS,2016-2017,37907103,RUSK PRIMARY,ELEMENTARY,37907,RUSK ISD,7,37,CHEROKEE COUNTY,417,-9999999,0,35,0,35,331,417,127,-9999999,-9999999,54,-9999999,0
STATE,CAMPUS,2016-2017,31901110,RUSSELL EL,ELEMENTARY,31901,BROWNSVILLE ISD,1,31,CAMERON COUNTY,767,56,0,379,353,-9999999,765,767,520,0,0,74,47,32
STATE,CAMPUS,2016-2017,70911107,RUSSELL P SCHUPMANN EL,ELEMENTARY,70911,RED OAK ISD,10,70,ELLIS COUNTY,410,11,0,43,0,40,236,410,153,-9999999,8,38,6,6
STATE,CAMPUS,2016-2017,20908107,RUSTIC OAK EL,ELEMENTARY,20908,PEARLAND ISD,4,20,BRAZORIA COUNTY,678,40,0,38,0,32,148,5,136,15,-9999999,52,5,10
STATE,CAMPUS,2016-2017,227904119,RUTH BARRON EL,ELEMENTARY,227904,PFLUGERVILLE ISD,13,227,TRAVIS COUNTY,732,20,0,479,465,43,592,732,580,-9999999,-9999999,64,-9999999,6
STATE,CAMPUS,2016-2017,199902042,RUTH CHERRY INT,MIDDLE SCHOOL,199902,ROYSE CITY ISD,10,199,ROCKWALL COUNTY,401,58,0,49,0,48,149,0,142,9,0,48,0,35
STATE,CAMPUS,2016-2017,57914110,RUTHERFORD EL,ELEMENTARY,57914,MESQUITE ISD,10,57,DALLAS COUNTY,459,17,0,31,0,22,328,459,181,-9999999,-9999999,32,-9999999,30
STATE,CAMPUS,2016-2017,246913115,RUTLEDGE EL,ELEMENTARY,246913,LEANDER ISD,13,246,WILLIAMSON COUNTY,806,116,0,96,0,96,66,0,260,8,-9999999,87,0,21
STATE,CAMPUS,2016-2017,61901113,RYAN EL,ELEMENTARY,61901,DENTON ISD,11,61,DENTON COUNTY,642,52,0,297,264,36,367,642,389,-9999999,-9999999,72,15,10
STATE,CAMPUS,2016-2017,240901112,RYAN EL,ELEMENTARY,240901,LAREDO ISD,1,240,WEBB COUNTY,908,85,0,539,537,0,786,908,616,-9999999,0,52,5,17
STATE,CAMPUS,2016-2017,61901002,RYAN H S,HIGH SCHOOL,61901,DENTON ISD,11,61,DENTON COUNTY,2061,153,1558,269,0,268,1071,11,932,56,-9999999,222,36,-9999999
STATE,CAMPUS,2016-2017,91914101,S AND S CONS EL,ELEMENTARY,91914,S AND S CISD,10,91,GRAYSON COUNTY,428,9,0,12,0,12,241,428,181,-9999999,-9999999,32,11,20
STATE,CAMPUS,2016-2017,91914001,S AND S CONS H S,HIGH SCHOOL,91914,S AND S CISD,10,91,GRAYSON COUNTY,274,11,216,5,0,5,125,0,83,-9999999,0,30,-9999999,13
STATE,CAMPUS,2016-2017,91914041,S AND S CONS MIDDLE,MIDDLE SCHOOL,91914,S AND S CISD,10,91,GRAYSON COUNTY,178,9,0,-9999999,0,-9999999,81,0,93,0,-9999999,19,-9999999,13
STATE,CAMPUS,2016-2017,50910042,S C LEE J H,MIDDLE SCHOOL,50910,COPPERAS COVE ISD,12,50,CORYELL COUNTY,871,66,194,30,0,31,460,5,427,219,-9999999,96,5,68
STATE,CAMPUS,2016-2017,20905101,S F AUSTIN EL,ELEMENTARY,20905,BRAZOSPORT ISD,4,20,BRAZORIA COUNTY,304,31,0,16,0,15,191,304,113,0,0,11,35,8
