SCOPE,AGG_LEVEL,YEAR,CAMPUS NUMBER,CAMPUS NAME,DISTRICT NUMBER,DISTRICT NAME,REGION,COUNTY NUMBER,COUNTY NAME,TOTAL ENROLLMENT,TOTAL G & T STUDENTS,TOTAL CTE STUDENTS,TOTAL LEP STUDENTS,TOTAL BILINGUAL STUDENTS,TOTAL ESL STUDENTS,TOTAL ECONOMICALLY DISADVANTAGED STUDENTS,TOTAL TITLE I STUDENTS,TOTAL AT RISK STUDENTS,TOTAL MILITARY CONNECTED STUDENTS,TOTAL FOSTER CARE STUDENTS,TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES,TOTAL DYSLEXIC STUDENTS
STATE,CAMPUS,2014-2015,20908111,ROGERS MIDDLE,20908,PEARLAND ISD,4,20,BRAZORIA COUNTY,889,126,0,23,0,19,99,-9999999,182,8,0,91,33
STATE,CAMPUS,2014-2015,198903101,ROLAND REYNOLDS EL,198903,FRANKLIN ISD,6,198,ROBERTSON COUNTY,475,12,0,19,0,19,209,475,123,0,0,39,6
STATE,CAMPUS,2014-2015,57913107,ROLLING HILLS EL,57913,LANCASTER ISD,10,57,DALLAS COUNTY,621,28,0,7,0,7,536,621,312,17,8,45,-9999999
STATE,CAMPUS,2014-2015,188902101,ROLLING HILLS EL,188902,RIVER ROAD ISD,16,188,POTTER COUNTY,511,16,0,20,0,18,370,511,283,0,-9999999,41,11
STATE,CAMPUS,2014-2015,15916118,ROLLING MEADOWS EL,15916,JUDSON ISD,20,15,BEXAR COUNTY,761,67,0,37,0,10,281,0,456,97,8,70,22
STATE,CAMPUS,2014-2015,214903001,ROMA H S,214903,ROMA ISD,1,214,STARR COUNTY,1717,207,1165,614,0,614,1407,1717,1053,0,0,82,10
STATE,CAMPUS,2014-2015,214903041,ROMA MIDDLE,214903,ROMA ISD,1,214,STARR COUNTY,738,95,128,418,0,418,610,738,453,0,0,33,128
STATE,CAMPUS,2014-2015,108911104,ROMULO D MARTINEZ EL,108911,SHARYLAND ISD,1,108,HIDALGO COUNTY,666,36,0,299,288,7,450,666,438,5,0,40,7
STATE,CAMPUS,2014-2015,57905264,RONALD E MCNAIR EL,57905,DALLAS ISD,10,57,DALLAS COUNTY,723,52,0,77,68,0,602,723,389,0,0,51,-9999999
STATE,CAMPUS,2014-2015,15912041,RONALD E MCNAIR MIDDLE,15912,SOUTHWEST ISD,20,15,BEXAR COUNTY,1164,97,0,106,0,100,932,1164,685,11,5,134,66
STATE,CAMPUS,2014-2015,246913122,RONALD REAGAN EL,246913,LEANDER ISD,13,246,WILLIAMSON COUNTY,893,158,0,51,0,51,89,0,190,10,-9999999,66,28
STATE,CAMPUS,2014-2015,57910050,RONALD W REAGAN MIDDLE,57910,GRAND PRAIRIE ISD,10,57,DALLAS COUNTY,770,124,118,47,0,42,313,10,269,0,0,91,16
STATE,CAMPUS,2014-2015,101914117,ROOSEVELT ALEXANDER EL,101914,KATY ISD,4,101,HARRIS COUNTY,1040,126,0,241,0,232,37,-9999999,428,-9999999,0,98,30
STATE,CAMPUS,2014-2015,108908039,ROOSEVELT ALTERNATIVE SCHOOL,108908,MISSION CISD,1,108,HIDALGO COUNTY,28,0,-9999999,11,-9999999,10,26,28,28,0,0,5,-9999999
STATE,CAMPUS,2014-2015,15905113,ROOSEVELT EL,15905,EDGEWOOD ISD,20,15,BEXAR COUNTY,613,10,0,133,125,0,592,613,498,-9999999,0,54,11
STATE,CAMPUS,2014-2015,101912231,ROOSEVELT EL,101912,HOUSTON ISD,4,101,HARRIS COUNTY,716,229,0,236,202,-9999999,605,716,505,0,0,42,8
STATE,CAMPUS,2014-2015,108906121,ROOSEVELT EL,108906,MCALLEN ISD,1,108,HIDALGO COUNTY,617,29,0,406,379,26,587,617,511,0,0,48,-9999999
STATE,CAMPUS,2014-2015,152908101,ROOSEVELT EL,152908,ROOSEVELT ISD,17,152,LUBBOCK COUNTY,518,16,0,22,0,22,420,518,401,-9999999,42,35,13
STATE,CAMPUS,2014-2015,15910004,ROOSEVELT H S,15910,NORTH EAST ISD,20,15,BEXAR COUNTY,2916,131,1649,153,0,148,1817,32,1852,58,5,342,45
STATE,CAMPUS,2014-2015,152908001,ROOSEVELT H S,152908,ROOSEVELT ISD,17,152,LUBBOCK COUNTY,307,13,306,-9999999,0,-9999999,205,0,164,-9999999,7,30,15
STATE,CAMPUS,2014-2015,152908041,ROOSEVELT J H,152908,ROOSEVELT ISD,17,152,LUBBOCK COUNTY,242,10,-9999999,-9999999,0,-9999999,186,0,128,-9999999,20,33,11
STATE,CAMPUS,2014-2015,84906105,ROOSEVELT-WILSON EL,84906,TEXAS CITY ISD,4,84,GALVESTON COUNTY,656,20,0,74,70,-9999999,432,652,210,-9999999,0,37,-9999999
STATE,CAMPUS,2014-2015,105904103,ROOSTER SPRINGS EL,105904,DRIPPING SPRINGS ISD,13,105,HAYS COUNTY,819,50,0,15,0,13,29,0,173,8,-9999999,86,26
STATE,CAMPUS,2014-2015,110905001,ROPES SCHOOL,110905,ROPES ISD,17,110,HOCKLEY COUNTY,316,15,108,9,0,9,151,316,121,0,0,23,12
STATE,CAMPUS,2014-2015,214901108,ROQUE GUERRA JR EL,214901,RIO GRANDE CITY CISD,1,214,STARR COUNTY,831,114,0,685,684,0,791,831,717,0,0,72,30
STATE,CAMPUS,2014-2015,220901122,ROQUEMORE EL,220901,ARLINGTON ISD,11,220,TARRANT COUNTY,630,11,0,140,34,105,559,630,419,9,5,57,-9999999
STATE,CAMPUS,2014-2015,79907146,ROSA PARKS EL,79907,FORT BEND ISD,4,79,FORT BEND COUNTY,562,-9999999,0,222,183,31,369,562,383,13,0,53,-9999999
STATE,CAMPUS,2014-2015,57913106,ROSA PARKS/MILLBROOK EL,57913,LANCASTER ISD,10,57,DALLAS COUNTY,559,61,0,6,0,-9999999,460,559,346,-9999999,19,46,-9999999
STATE,CAMPUS,2014-2015,177901001,ROSCOE COLLEGIATE H S,177901,ROSCOE COLLEGIATE ISD,14,177,NOLAN COUNTY,208,7,207,12,0,12,98,0,58,0,0,9,8
STATE,CAMPUS,2014-2015,177901101,ROSCOE EL,177901,ROSCOE COLLEGIATE ISD,14,177,NOLAN COUNTY,372,15,0,32,0,32,162,372,139,0,0,17,9
STATE,CAMPUS,2014-2015,94902102,ROSE GARDEN EL,94902,SCHERTZ-CIBOLO-U CITY ISD,20,94,GUADALUPE COUNTY,476,11,0,-9999999,0,-9999999,257,476,189,60,5,35,18
STATE,CAMPUS,2014-2015,43910130,ROSE HAGGAR EL,43910,PLANO ISD,10,43,COLLIN COUNTY,614,65,0,85,0,84,220,49,185,0,0,57,13
STATE,CAMPUS,2014-2015,73905103,ROSEBUD PRI,73905,ROSEBUD-LOTT ISD,12,73,FALLS COUNTY,205,5,0,19,0,17,164,205,78,0,0,27,-9999999
STATE,CAMPUS,2014-2015,73905005,ROSEBUD-LOTT DAEP,73905,ROSEBUD-LOTT ISD,12,73,FALLS COUNTY,-9999999,0,-9999999,0,0,0,-9999999,0,-9999999,0,0,0,0
STATE,CAMPUS,2014-2015,73905001,ROSEBUD-LOTT H S,73905,ROSEBUD-LOTT ISD,12,73,FALLS COUNTY,207,11,189,0,0,0,114,207,96,0,0,24,13
STATE,CAMPUS,2014-2015,73905004,ROSEBUD-LOTT LEARNING CENTER,73905,ROSEBUD-LOTT ISD,12,73,FALLS COUNTY,-9999999,0,0,0,0,0,0,0,-9999999,0,0,0,0
STATE,CAMPUS,2014-2015,73905041,ROSEBUD-LOTT MIDDLE,73905,ROSEBUD-LOTT ISD,12,73,FALLS COUNTY,73,12,7,0,0,0,41,73,35,0,0,6,5
STATE,CAMPUS,2014-2015,227901251,ROSEDALE,227901,AUSTIN ISD,13,227,TRAVIS COUNTY,239,0,13,24,6,14,94,0,132,0,0,227,12
STATE,CAMPUS,2014-2015,101921110,ROSEHILL EL,101921,TOMBALL ISD,4,101,HARRIS COUNTY,568,56,0,172,136,34,240,559,251,-9999999,-9999999,60,-9999999
STATE,CAMPUS,2014-2015,57903118,ROSEMEADE EL,57903,CARROLLTON-FARMERS BRANCH ISD,10,57,DALLAS COUNTY,444,11,0,89,30,60,202,444,137,0,0,46,15
STATE,CAMPUS,2014-2015,220905067,ROSEMONT 6TH GRADE,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,465,39,0,240,0,225,430,465,400,0,0,40,5
STATE,CAMPUS,2014-2015,57905204,ROSEMONT EL,57905,DALLAS ISD,10,57,DALLAS COUNTY,475,65,0,191,273,0,363,475,306,0,0,42,16
STATE,CAMPUS,2014-2015,57905359,ROSEMONT MIDDLE,57905,DALLAS ISD,10,57,DALLAS COUNTY,196,47,0,127,-9999999,119,153,196,143,0,0,5,-9999999
STATE,CAMPUS,2014-2015,220905057,ROSEMONT MIDDLE,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,950,80,273,285,0,281,848,950,697,-9999999,0,56,15
STATE,CAMPUS,2014-2015,220905131,ROSEMONT PARK EL,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,621,35,0,429,362,51,580,621,557,0,0,34,12
STATE,CAMPUS,2014-2015,57905288,ROSEMONT PRI SCHOOL-CHRIS V SEMOS,57905,DALLAS ISD,10,57,DALLAS COUNTY,681,28,0,223,363,0,508,681,296,-9999999,0,57,-9999999
STATE,CAMPUS,2014-2015,108912105,ROSENDO BENAVIDES EL,108912,LA JOYA ISD,1,108,HIDALGO COUNTY,465,35,0,395,395,0,443,465,443,0,0,37,-9999999
STATE,CAMPUS,2014-2015,243905208,ROSEWOOD HEAD START,243905,WICHITA FALLS ISD,9,243,WICHITA COUNTY,98,0,0,16,16,0,97,98,34,0,-9999999,-9999999,0
STATE,CAMPUS,2014-2015,57905037,ROSIE SORRELLS EDUCATION AND SOCIA,57905,DALLAS ISD,10,57,DALLAS COUNTY,315,117,315,13,0,8,233,315,87,0,0,-9999999,5
STATE,CAMPUS,2014-2015,159901110,ROSITA VALLEY ELEMENTARY,159901,EAGLE PASS ISD,20,159,MAVERICK COUNTY,440,31,0,197,191,0,366,440,321,-9999999,6,25,-9999999
STATE,CAMPUS,2014-2015,159901116,ROSITA VALLEY LITERACY ACADEMY,159901,EAGLE PASS ISD,20,159,MAVERICK COUNTY,384,-9999999,0,271,270,0,312,384,331,-9999999,0,26,0
STATE,CAMPUS,2014-2015,68901119,ROSS EL,68901,ECTOR COUNTY ISD,18,68,ECTOR COUNTY,790,44,0,169,156,6,459,790,547,-9999999,-9999999,55,7
STATE,CAMPUS,2014-2015,101912232,ROSS EL,101912,HOUSTON ISD,4,101,HARRIS COUNTY,430,38,0,88,44,31,367,88,350,0,0,21,-9999999
STATE,CAMPUS,2014-2015,15915043,ROSS MIDDLE,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,1116,120,99,95,36,88,909,1116,570,7,-9999999,151,69
STATE,CAMPUS,2014-2015,71902042,ROSS MIDDLE,71902,EL PASO ISD,19,71,EL PASO COUNTY,996,114,225,140,0,122,718,996,571,340,0,109,16
STATE,CAMPUS,2014-2015,101913047,ROSS STERLING MIDDLE,101913,HUMBLE ISD,4,101,HARRIS COUNTY,878,33,162,149,-9999999,130,660,878,508,16,-9999999,77,24
STATE,CAMPUS,2014-2015,76904101,ROTAN EL,76904,ROTAN ISD,14,76,FISHER COUNTY,127,0,0,9,0,7,77,127,45,0,0,10,-9999999
STATE,CAMPUS,2014-2015,76904001,ROTAN H S,76904,ROTAN ISD,14,76,FISHER COUNTY,64,-9999999,56,-9999999,0,-9999999,24,0,31,0,0,9,-9999999
STATE,CAMPUS,2014-2015,76904041,ROTAN J H,76904,ROTAN ISD,14,76,FISHER COUNTY,64,-9999999,9,-9999999,0,-9999999,42,0,37,0,0,8,-9999999
STATE,CAMPUS,2014-2015,101915114,ROTH EL,101915,KLEIN ISD,4,101,HARRIS COUNTY,696,23,0,146,66,78,294,-9999999,297,14,11,39,8
STATE,CAMPUS,2014-2015,246909001,ROUND ROCK H S,246909,ROUND ROCK ISD,13,246,WILLIAMSON COUNTY,2972,251,2528,73,0,72,425,15,760,0,0,161,95
STATE,CAMPUS,2014-2015,246909002,ROUND ROCK OPPORT CTR DAEP,246909,ROUND ROCK ISD,13,246,WILLIAMSON COUNTY,52,-9999999,17,-9999999,0,-9999999,18,-9999999,51,0,0,15,-9999999
STATE,CAMPUS,2014-2015,75908101,ROUND TOP-CARMINE EL,75908,ROUND TOP-CARMINE ISD,13,75,FAYETTE COUNTY,161,-9999999,0,18,0,18,57,33,44,0,0,16,-9999999
STATE,CAMPUS,2014-2015,75908001,ROUND TOP-CARMINE H S,75908,ROUND TOP-CARMINE ISD,13,75,FAYETTE COUNTY,123,-9999999,94,-9999999,0,-9999999,30,0,36,0,0,14,7
STATE,CAMPUS,2014-2015,246913004,ROUSE H S,246913,LEANDER ISD,13,246,WILLIAMSON COUNTY,2336,375,1895,37,0,33,576,0,1137,27,-9999999,254,104
STATE,CAMPUS,2014-2015,108906006,ROWE H S,108906,MCALLEN ISD,1,108,HIDALGO COUNTY,2166,293,1753,265,0,265,1422,2166,1339,11,-9999999,156,53
STATE,CAMPUS,2014-2015,227904115,ROWE LANE EL,227904,PFLUGERVILLE ISD,13,227,TRAVIS COUNTY,801,34,0,27,-9999999,23,113,-9999999,165,34,-9999999,49,13
STATE,CAMPUS,2014-2015,235902110,ROWLAND EL,235902,VICTORIA ISD,3,235,VICTORIA COUNTY,447,-9999999,0,13,0,13,346,441,256,0,0,45,8
STATE,CAMPUS,2014-2015,57909137,ROWLETT EL,57909,GARLAND ISD,10,57,DALLAS COUNTY,596,11,0,163,123,35,324,596,276,11,0,48,6
STATE,CAMPUS,2014-2015,57909009,ROWLETT H S,57909,GARLAND ISD,10,57,DALLAS COUNTY,2732,129,1626,96,0,83,942,2732,1514,27,-9999999,237,45
STATE,CAMPUS,2014-2015,139908001,ROXTON ISD,139908,ROXTON ISD,8,139,LAMAR COUNTY,153,17,75,7,0,7,110,153,24,0,0,20,-9999999
STATE,CAMPUS,2014-2015,15908113,ROY BENAVIDEZ EL,15908,SOUTH SAN ANTONIO ISD,20,15,BEXAR COUNTY,621,17,0,98,90,0,565,621,305,-9999999,0,33,-9999999
STATE,CAMPUS,2014-2015,15905104,ROY CISNEROS EL,15905,EDGEWOOD ISD,20,15,BEXAR COUNTY,599,21,0,173,166,0,585,599,450,0,0,40,24
STATE,CAMPUS,2014-2015,84909103,ROY J WOLLAM EL,84909,SANTA FE ISD,4,84,GALVESTON COUNTY,1141,23,0,57,0,57,527,1141,636,9,11,123,0
STATE,CAMPUS,2014-2015,220904042,ROY JOHNSON SIXTH GRADE CAMPUS,220904,EVERMAN ISD,11,220,TARRANT COUNTY,402,13,0,103,0,98,324,402,271,-9999999,0,39,17
STATE,CAMPUS,2014-2015,43907115,ROY LEE WALKER EL,43907,MCKINNEY ISD,10,43,COLLIN COUNTY,572,57,0,19,0,17,31,0,75,0,0,37,22
STATE,CAMPUS,2014-2015,15907194,ROY MAAS YOUTH ALTERNATIVES/THE BR,15907,SAN ANTONIO ISD,20,15,BEXAR COUNTY,11,0,0,0,0,0,-9999999,11,11,0,-9999999,-9999999,0
STATE,CAMPUS,2014-2015,178904003,ROY MILLER H S AND METRO SCHOOL OF,178904,CORPUS CHRISTI ISD,2,178,NUECES COUNTY,1401,0,823,37,0,36,1064,1401,948,8,-9999999,174,47
STATE,CAMPUS,2014-2015,152901193,ROY W ROBERTS EL,152901,LUBBOCK ISD,17,152,LUBBOCK COUNTY,658,7,0,14,0,13,501,658,242,7,-9999999,38,9
STATE,CAMPUS,2014-2015,237905106,ROYAL EARLY CHILDHOOD CENTER,237905,ROYAL ISD,4,237,WALLER COUNTY,350,0,0,178,175,-9999999,276,350,255,0,-9999999,24,0
STATE,CAMPUS,2014-2015,237905105,ROYAL EL,237905,ROYAL ISD,4,237,WALLER COUNTY,874,35,0,449,415,13,747,874,618,0,-9999999,74,-9999999
STATE,CAMPUS,2014-2015,237905002,ROYAL H S,237905,ROYAL ISD,4,237,WALLER COUNTY,532,20,513,60,0,57,378,532,378,-9999999,0,57,0
STATE,CAMPUS,2014-2015,237905041,ROYAL J H,237905,ROYAL ISD,4,237,WALLER COUNTY,446,20,327,121,-9999999,113,359,446,318,0,0,39,0
STATE,CAMPUS,2014-2015,15910138,ROYAL RIDGE EL,15910,NORTH EAST ISD,20,15,BEXAR COUNTY,629,15,0,42,0,26,333,7,174,77,-9999999,53,-9999999
STATE,CAMPUS,2014-2015,101924102,ROYALWOOD EL,101924,SHELDON ISD,4,101,HARRIS COUNTY,536,28,0,290,302,16,441,536,386,0,0,34,9
STATE,CAMPUS,2014-2015,199902002,ROYSE CITY H S,199902,ROYSE CITY ISD,10,199,ROCKWALL COUNTY,1410,180,1144,39,0,39,445,0,387,-9999999,-9999999,98,60
STATE,CAMPUS,2014-2015,199902041,ROYSE CITY MIDDLE,199902,ROYSE CITY ISD,10,199,ROCKWALL COUNTY,780,91,139,38,0,36,293,0,314,12,-9999999,53,53
STATE,CAMPUS,2014-2015,214903105,RT BARRERA EL,214903,ROMA ISD,1,214,STARR COUNTY,542,51,0,451,450,0,451,542,498,0,0,22,33
STATE,CAMPUS,2014-2015,108903104,RUBEN C RODRIGUEZ EL,108903,EDCOUCH-ELSA ISD,1,108,HIDALGO COUNTY,451,57,0,111,109,0,451,451,346,-9999999,-9999999,36,10
STATE,CAMPUS,2014-2015,233901111,RUBEN CHAVIRA EL,233901,SAN FELIPE-DEL RIO CISD,15,233,VAL VERDE COUNTY,576,65,0,112,78,27,455,576,341,75,0,38,15
STATE,CAMPUS,2014-2015,108907107,RUBEN HINOJOSA EL,108907,MERCEDES ISD,1,108,HIDALGO COUNTY,623,136,0,176,172,0,428,623,462,0,-9999999,42,-9999999
STATE,CAMPUS,2014-2015,108911105,RUBEN HINOJOSA EL,108911,SHARYLAND ISD,1,108,HIDALGO COUNTY,455,43,0,277,265,6,224,455,326,-9999999,0,37,-9999999
STATE,CAMPUS,2014-2015,57906102,RUBY YOUNG EL,57906,DESOTO ISD,10,57,DALLAS COUNTY,617,96,0,51,0,51,427,15,275,8,14,47,6
STATE,CAMPUS,2014-2015,101912233,RUCKER EL,101912,HOUSTON ISD,4,101,HARRIS COUNTY,611,109,0,315,282,-9999999,568,611,550,-9999999,0,54,-9999999
STATE,CAMPUS,2014-2015,15915048,RUDDER MIDDLE,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,1050,111,181,106,0,97,581,1050,490,20,-9999999,143,28
STATE,CAMPUS,2014-2015,220905120,RUFINO MENDOZA SR EL,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,504,59,0,284,265,-9999999,444,504,422,0,0,26,-9999999
STATE,CAMPUS,2014-2015,57905117,RUFUS C BURLESON EL,57905,DALLAS ISD,10,57,DALLAS COUNTY,720,75,0,310,296,0,642,720,481,-9999999,-9999999,23,-9999999
STATE,CAMPUS,2014-2015,57914109,RUGEL EL,57914,MESQUITE ISD,10,57,DALLAS COUNTY,476,29,0,50,0,46,332,476,211,-9999999,0,37,31
STATE,CAMPUS,2014-2015,240903115,RUIZ EL,240903,UNITED ISD,1,240,WEBB COUNTY,928,123,0,566,640,0,823,928,674,-9999999,-9999999,62,-9999999
STATE,CAMPUS,2014-2015,104903001,RULE SCHOOL,104903,RULE ISD,14,104,HASKELL COUNTY,122,6,46,6,0,6,94,122,79,0,0,18,12
STATE,CAMPUS,2014-2015,101920112,RUMMEL CREEK EL,101920,SPRING BRANCH ISD,4,101,HARRIS COUNTY,694,62,0,57,0,53,14,0,83,0,0,42,34
STATE,CAMPUS,2014-2015,128903101,RUNGE EL,128903,RUNGE ISD,3,128,KARNES COUNTY,155,6,0,-9999999,0,-9999999,106,154,83,0,0,16,0
STATE,CAMPUS,2014-2015,128903001,RUNGE H S,128903,RUNGE ISD,3,128,KARNES COUNTY,166,17,89,-9999999,0,-9999999,78,166,118,0,0,17,0
STATE,CAMPUS,2014-2015,108902105,RUNN EL,108902,DONNA ISD,1,108,HIDALGO COUNTY,341,20,0,266,339,0,329,341,295,0,0,14,0
STATE,CAMPUS,2014-2015,246913043,RUNNING BRUSHY MIDDLE,246913,LEANDER ISD,13,246,WILLIAMSON COUNTY,1282,257,0,71,0,71,420,115,638,22,-9999999,169,84
STATE,CAMPUS,2014-2015,170902103,RUNYAN EL,170902,CONROE ISD,6,170,MONTGOMERY COUNTY,653,17,0,354,226,125,519,652,375,-9999999,-9999999,62,28
STATE,CAMPUS,2014-2015,152901178,RUSH EL,152901,LUBBOCK ISD,17,152,LUBBOCK COUNTY,416,6,0,12,0,11,269,416,143,-9999999,5,43,-9999999
STATE,CAMPUS,2014-2015,37907102,RUSK EL,37907,RUSK ISD,7,37,CHEROKEE COUNTY,320,11,0,38,0,38,203,320,176,-9999999,0,37,-9999999
STATE,CAMPUS,2014-2015,71902138,RUSK EL,71902,EL PASO ISD,19,71,EL PASO COUNTY,348,35,0,186,195,0,321,348,251,12,0,26,11
STATE,CAMPUS,2014-2015,165901116,RUSK EL,165901,MIDLAND ISD,18,165,MIDLAND COUNTY,588,0,0,142,0,138,302,588,300,14,-9999999,22,26
STATE,CAMPUS,2014-2015,37907002,RUSK H S,37907,RUSK ISD,7,37,CHEROKEE COUNTY,575,43,394,5,0,5,280,0,220,-9999999,0,71,22
STATE,CAMPUS,2014-2015,37907100,RUSK INTERMEDIATE,37907,RUSK ISD,7,37,CHEROKEE COUNTY,351,23,0,14,0,14,201,351,172,-9999999,-9999999,47,10
STATE,CAMPUS,2014-2015,37907041,RUSK J H,37907,RUSK ISD,7,37,CHEROKEE COUNTY,532,34,144,13,0,13,274,532,277,5,-9999999,51,17
STATE,CAMPUS,2014-2015,37907103,RUSK PRIMARY,37907,RUSK ISD,7,37,CHEROKEE COUNTY,432,5,0,48,0,48,326,432,182,-9999999,6,48,-9999999
STATE,CAMPUS,2014-2015,31901110,RUSSELL EL,31901,BROWNSVILLE ISD,1,31,CAMERON COUNTY,836,61,0,409,356,0,811,836,616,0,0,63,26
STATE,CAMPUS,2014-2015,20908107,RUSTIC OAK EL,20908,PEARLAND ISD,4,20,BRAZORIA COUNTY,559,29,0,39,0,26,125,7,133,-9999999,0,48,8
STATE,CAMPUS,2014-2015,227904119,RUTH BARRON EL,227904,PFLUGERVILLE ISD,13,227,TRAVIS COUNTY,729,29,0,442,415,51,630,729,564,9,-9999999,68,-9999999
STATE,CAMPUS,2014-2015,199902042,RUTH CHERRY INT,199902,ROYSE CITY ISD,10,199,ROCKWALL COUNTY,380,61,0,39,0,37,155,0,127,7,-9999999,34,30
STATE,CAMPUS,2014-2015,57914110,RUTHERFORD EL,57914,MESQUITE ISD,10,57,DALLAS COUNTY,499,17,0,37,0,34,340,499,249,-9999999,-9999999,37,21
STATE,CAMPUS,2014-2015,246913115,RUTLEDGE EL,246913,LEANDER ISD,13,246,WILLIAMSON COUNTY,766,109,0,90,0,89,54,0,186,-9999999,-9999999,65,12
STATE,CAMPUS,2014-2015,61901113,RYAN EL,61901,DENTON ISD,11,61,DENTON COUNTY,588,39,0,235,216,20,340,588,331,13,5,54,-9999999
STATE,CAMPUS,2014-2015,240901112,RYAN EL,240901,LAREDO ISD,1,240,WEBB COUNTY,951,83,0,603,597,0,849,946,706,-9999999,0,61,10
STATE,CAMPUS,2014-2015,61901002,RYAN H S,61901,DENTON ISD,11,61,DENTON COUNTY,2409,221,1763,278,0,277,1162,0,1181,42,7,236,-9999999
STATE,CAMPUS,2014-2015,91914101,S AND S CONS EL,91914,S AND S CISD,10,91,GRAYSON COUNTY,383,7,0,14,0,14,200,383,172,-9999999,-9999999,30,7
STATE,CAMPUS,2014-2015,91914001,S AND S CONS H S,91914,S AND S CISD,10,91,GRAYSON COUNTY,268,10,226,-9999999,0,-9999999,107,0,95,0,0,28,8
STATE,CAMPUS,2014-2015,91914041,S AND S CONS MIDDLE,91914,S AND S CISD,10,91,GRAYSON COUNTY,190,6,0,-9999999,0,-9999999,102,0,86,0,0,15,7
STATE,CAMPUS,2014-2015,50910042,S C LEE J H,50910,COPPERAS COVE ISD,12,50,CORYELL COUNTY,870,84,151,21,0,12,439,10,380,291,9,105,36
STATE,CAMPUS,2014-2015,20905101,S F AUSTIN EL,20905,BRAZOSPORT ISD,4,20,BRAZORIA COUNTY,249,27,0,12,0,12,149,249,118,0,-9999999,6,-9999999
STATE,CAMPUS,2014-2015,57909003,S GARLAND H S,57909,GARLAND ISD,10,57,DALLAS COUNTY,2012,35,1560,218,0,207,1502,2012,1557,-9999999,-9999999,229,12
STATE,CAMPUS,2014-2015,57907105,S GUS ALEXANDER JR EL,57907,DUNCANVILLE ISD,10,57,DALLAS COUNTY,503,21,0,114,99,8,351,503,352,6,11,42,7
STATE,CAMPUS,2014-2015,220912112,S H CROWLEY INT,220912,CROWLEY ISD,11,220,TARRANT COUNTY,456,69,0,30,0,25,255,0,233,0,-9999999,51,11
STATE,CAMPUS,2014-2015,57905129,S S CONNER EL,57905,DALLAS ISD,10,57,DALLAS COUNTY,733,65,0,284,266,0,653,733,452,0,0,63,5
STATE,CAMPUS,2014-2015,220905123,S S DILLOW EL,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,625,33,0,352,330,5,560,625,528,0,0,27,6
STATE,CAMPUS,2014-2015,15909104,S/SGT MICHAEL P BARRERA VETERANS E,15909,SOMERSET ISD,20,15,BEXAR COUNTY,671,12,0,109,101,-9999999,567,671,456,-9999999,5,52,23
STATE,CAMPUS,2014-2015,232902101,SABINAL EL,232902,SABINAL ISD,20,232,UVALDE COUNTY,211,13,0,16,0,17,143,211,54,0,0,23,16
STATE,CAMPUS,2014-2015,232902001,SABINAL H S,232902,SABINAL ISD,20,232,UVALDE COUNTY,166,22,130,-9999999,0,-9999999,105,166,56,0,0,16,5
STATE,CAMPUS,2014-2015,232902041,SABINAL MIDDLE,232902,SABINAL ISD,20,232,UVALDE COUNTY,138,18,0,10,0,10,106,138,58,0,0,12,6
STATE,CAMPUS,2014-2015,92906102,SABINE EL,92906,SABINE ISD,7,92,GREGG COUNTY,696,32,0,93,0,92,329,696,329,-9999999,0,60,16
STATE,CAMPUS,2014-2015,92906002,SABINE H S,92906,SABINE ISD,7,92,GREGG COUNTY,386,42,356,-9999999,0,-9999999,137,386,165,0,0,35,27
STATE,CAMPUS,2014-2015,92906006,SABINE ISD DAEP,92906,SABINE ISD,7,92,GREGG COUNTY,-9999999,0,0,0,0,0,-9999999,-9999999,-9999999,0,0,0,0
STATE,CAMPUS,2014-2015,92906041,SABINE MIDDLE,92906,SABINE ISD,7,92,GREGG COUNTY,319,38,83,17,0,16,142,319,140,-9999999,0,25,22
STATE,CAMPUS,2014-2015,123913001,SABINE PASS SCHOOL,123913,SABINE PASS ISD,5,123,JEFFERSON COUNTY,379,21,150,-9999999,0,-9999999,244,194,47,-9999999,0,12,0
STATE,CAMPUS,2014-2015,57909010,SACHSE H S,57909,GARLAND ISD,10,57,DALLAS COUNTY,2859,161,1674,162,0,152,1048,2859,1586,37,5,220,27
STATE,CAMPUS,2014-2015,227901065,SADLER MEANS YWLA,227901,AUSTIN ISD,13,227,TRAVIS COUNTY,341,16,259,140,0,139,319,166,262,0,0,41,28
STATE,CAMPUS,2014-2015,14906135,SAEGERT EL,14906,KILLEEN ISD,12,14,BELL COUNTY,976,20,0,66,0,62,471,976,540,425,22,123,30
STATE,CAMPUS,2014-2015,125901105,SAENZ EL,125901,ALICE ISD,2,125,JIM WELLS COUNTY,495,6,0,34,34,0,454,495,135,-9999999,0,33,6
STATE,CAMPUS,2014-2015,220905162,SAGAMORE HILL EL,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,757,30,0,506,480,-9999999,684,757,666,0,0,34,-9999999
