SCOPE,AGG_LEVEL,YEAR,CAMPUS NUMBER,CAMPUS NAME,DISTRICT NUMBER,DISTRICT NAME,REGION,COUNTY NUMBER,COUNTY NAME,TOTAL ENROLLMENT,TOTAL G & T STUDENTS,TOTAL CTE STUDENTS,TOTAL LEP STUDENTS,TOTAL BILINGUAL STUDENTS,TOTAL ESL STUDENTS,TOTAL ECONOMICALLY DISADVANTAGED STUDENTS,TOTAL TITLE I STUDENTS,TOTAL AT RISK STUDENTS,TOTAL MILITARY CONNECTED STUDENTS,TOTAL FOSTER CARE STUDENTS,TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES,TOTAL DYSLEXIC STUDENTS
STATE,CAMPUS,2015-2016,57905109,W A BLAIR EL,57905,DALLAS ISD,10,57,DALLAS COUNTY,740,94,0,279,278,0,707,740,398,0,0,41,27
STATE,CAMPUS,2015-2016,205901102,W A KIEBERGER EL,205901,ARANSAS PASS ISD,2,205,SAN PATRICIO COUNTY,251,15,0,31,29,0,189,251,71,7,-9999999,28,13
STATE,CAMPUS,2015-2016,129901101,W A MARTIN EL,129901,CRANDALL ISD,10,129,KAUFMAN COUNTY,551,12,0,92,0,91,328,550,191,5,5,41,17
STATE,CAMPUS,2015-2016,220902115,W A PORTER EL,220902,BIRDVILLE ISD,11,220,TARRANT COUNTY,453,64,0,10,0,10,67,0,56,-9999999,0,73,24
STATE,CAMPUS,2015-2016,108902048,W A TODD MIDDLE,108902,DONNA ISD,1,108,HIDALGO COUNTY,889,101,132,327,0,323,759,889,618,5,0,60,-9999999
STATE,CAMPUS,2015-2016,93904005,W B BIZZELL ACADEMY,93904,NAVASOTA ISD,6,93,GRIMES COUNTY,32,0,20,8,0,7,25,0,30,0,0,0,-9999999
STATE,CAMPUS,2015-2016,31905041,W B GREEN J H,31905,LA FERIA ISD,1,31,CAMERON COUNTY,552,40,0,55,0,53,445,545,252,-9999999,-9999999,55,22
STATE,CAMPUS,2015-2016,49901107,W E CHALMERS EL,49901,GAINESVILLE ISD,11,49,COOKE COUNTY,687,18,0,215,38,175,565,687,434,-9999999,-9999999,43,11
STATE,CAMPUS,2015-2016,57905049,W E GREINER EXPLORATORY ARTS ACADE,57905,DALLAS ISD,10,57,DALLAS COUNTY,1511,418,169,637,-9999999,580,1299,1511,972,0,0,72,29
STATE,CAMPUS,2015-2016,220915107,W E HOOVER EL,220915,AZLE ISD,11,220,TARRANT COUNTY,441,28,0,18,0,18,262,441,168,12,0,43,25
STATE,CAMPUS,2015-2016,43901042,W E PETE FORD MIDDLE,43901,ALLEN ISD,10,43,COLLIN COUNTY,894,119,344,34,0,34,194,-9999999,284,-9999999,0,92,40
STATE,CAMPUS,2015-2016,243903041,W F GEORGE MIDDLE,243903,IOWA PARK CISD,9,243,WICHITA COUNTY,406,54,0,-9999999,0,0,167,406,190,22,0,40,25
STATE,CAMPUS,2015-2016,3902101,W F PEAVY PRI,3902,HUDSON ISD,7,3,ANGELINA COUNTY,694,0,0,79,0,76,446,694,334,0,7,45,14
STATE,CAMPUS,2015-2016,57905002,W H ADAMSON H S,57905,DALLAS ISD,10,57,DALLAS COUNTY,1515,180,1229,481,-9999999,434,1403,1515,1075,0,0,116,29
STATE,CAMPUS,2015-2016,3902102,W H BONNER EL,3902,HUDSON ISD,7,3,ANGELINA COUNTY,653,18,0,78,0,74,364,653,247,-9999999,-9999999,48,40
STATE,CAMPUS,2015-2016,129906103,W H BURNETT EL,129906,TERRELL ISD,10,129,KAUFMAN COUNTY,548,0,0,174,41,132,476,548,279,0,-9999999,41,0
STATE,CAMPUS,2015-2016,57905048,W H GASTON MIDDLE,57905,DALLAS ISD,10,57,DALLAS COUNTY,1003,100,172,513,0,463,936,1003,791,0,0,95,29
STATE,CAMPUS,2015-2016,220905172,W J TURNER EL,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,537,31,0,329,327,-9999999,466,537,459,-9999999,0,45,7
STATE,CAMPUS,2015-2016,139911101,W L HIGGINS EL,139911,NORTH LAMAR ISD,8,139,LAMAR COUNTY,351,5,0,12,0,11,182,350,133,0,-9999999,38,0
STATE,CAMPUS,2015-2016,212909103,W L KISSAM EL,212909,CHAPEL HILL ISD,7,212,SMITH COUNTY,770,14,0,161,181,19,605,770,466,-9999999,-9999999,73,60
STATE,CAMPUS,2015-2016,170904107,W LLOYD MEADOR EL,170904,WILLIS ISD,6,170,MONTGOMERY COUNTY,754,53,0,149,108,27,422,754,381,10,7,51,11
STATE,CAMPUS,2015-2016,220905133,W M GREEN EL,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,786,27,0,357,347,5,694,786,632,-9999999,0,56,5
STATE,CAMPUS,2015-2016,15917102,W M PEARCE PRI,15917,SOUTHSIDE ISD,20,15,BEXAR COUNTY,531,31,0,111,104,0,436,531,258,5,-9999999,42,22
STATE,CAMPUS,2015-2016,199902105,W R (BILL) FORT EL,199902,ROYSE CITY ISD,10,199,ROCKWALL COUNTY,548,27,0,82,59,22,199,548,205,5,-9999999,42,28
STATE,CAMPUS,2015-2016,61911110,W R HATFIELD EL,61911,NORTHWEST ISD,11,61,DENTON COUNTY,451,44,0,42,0,41,139,451,110,-9999999,-9999999,60,5
STATE,CAMPUS,2015-2016,57904041,W S PERMENTER MIDDLE,57904,CEDAR HILL ISD,10,57,DALLAS COUNTY,903,48,197,46,-9999999,44,607,900,513,18,13,89,11
STATE,CAMPUS,2015-2016,220902103,W T FRANCISCO EL,220902,BIRDVILLE ISD,11,220,TARRANT COUNTY,340,19,0,197,86,110,264,340,250,-9999999,-9999999,22,15
STATE,CAMPUS,2015-2016,57905021,W T WHITE H S,57905,DALLAS ISD,10,57,DALLAS COUNTY,2292,262,1545,539,0,488,1731,2292,1374,0,0,144,67
STATE,CAMPUS,2015-2016,219903102,W V SWINBURN EL,219903,TULIA ISD,16,219,SWISHER COUNTY,254,20,0,26,0,26,213,254,158,-9999999,-9999999,24,13
STATE,CAMPUS,2015-2016,57905118,W W BUSHMAN EL,57905,DALLAS ISD,10,57,DALLAS COUNTY,477,74,0,112,98,0,465,477,221,0,0,24,-9999999
STATE,CAMPUS,2015-2016,57905014,W W SAMUELL H S,57905,DALLAS ISD,10,57,DALLAS COUNTY,1759,172,1291,687,0,624,1732,1759,1353,0,0,209,26
STATE,CAMPUS,2015-2016,161801101,WACO CHARTER SCHOOL,161801,WACO CHARTER SCHOOL,12,161,MCLENNAN COUNTY,221,0,0,53,0,53,221,221,78,-9999999,-9999999,21,0
STATE,CAMPUS,2015-2016,161918199,WACO CTR FOR YOUTH,161918,AXTELL ISD,12,161,MCLENNAN COUNTY,77,0,25,0,0,0,77,77,77,0,0,62,0
STATE,CAMPUS,2015-2016,161914002,WACO H S,161914,WACO ISD,12,161,MCLENNAN COUNTY,1809,274,1684,183,0,180,1435,1809,1310,0,-9999999,219,17
STATE,CAMPUS,2015-2016,89905102,WAELDER SCHOOL,89905,WAELDER ISD,13,89,GONZALES COUNTY,339,16,88,78,0,72,322,339,224,5,0,28,17
STATE,CAMPUS,2015-2016,101912252,WAINWRIGHT EL,101912,HOUSTON ISD,4,101,HARRIS COUNTY,649,44,0,304,273,21,605,649,472,0,-9999999,45,-9999999
STATE,CAMPUS,2015-2016,19907113,WAKE VILLAGE EL,19907,TEXARKANA ISD,8,19,BOWIE COUNTY,708,27,0,16,0,16,542,708,382,0,-9999999,83,16
STATE,CAMPUS,2015-2016,91906108,WAKEFIELD EL,91906,SHERMAN ISD,10,91,GRAYSON COUNTY,411,33,0,67,0,67,247,411,243,0,0,39,6
STATE,CAMPUS,2015-2016,43905005,WAKELAND H S,43905,FRISCO ISD,10,43,COLLIN COUNTY,2067,230,1584,21,0,21,145,-9999999,207,25,-9999999,122,14
STATE,CAMPUS,2015-2016,59902101,WALCOTT EL,59902,WALCOTT ISD,16,59,DEAF SMITH COUNTY,139,-9999999,0,10,0,8,86,139,54,-9999999,0,10,0
STATE,CAMPUS,2015-2016,220902121,WALKER CREEK EL,220902,BIRDVILLE ISD,11,220,TARRANT COUNTY,668,79,0,73,39,34,197,-9999999,293,12,-9999999,59,35
STATE,CAMPUS,2015-2016,101907137,WALKER EL,101907,CYPRESS-FAIRBANKS ISD,4,101,HARRIS COUNTY,1012,30,0,302,165,126,729,1008,612,7,6,99,6
STATE,CAMPUS,2015-2016,238902041,WALKER J H,238902,MONAHANS-WICKETT-PYOTE ISD,18,238,WARD COUNTY,354,22,69,32,0,31,180,354,72,0,0,29,17
STATE,CAMPUS,2015-2016,79907130,WALKER STATION EL,79907,FORT BEND ISD,4,79,FORT BEND COUNTY,651,69,0,77,0,71,28,0,156,7,0,27,7
STATE,CAMPUS,2015-2016,226906101,WALL EL,226906,WALL ISD,15,226,TOM GREEN COUNTY,483,21,0,9,0,9,80,483,125,13,5,32,14
STATE,CAMPUS,2015-2016,226906001,WALL H S,226906,WALL ISD,15,226,TOM GREEN COUNTY,334,31,315,-9999999,0,-9999999,32,0,93,6,0,18,9
STATE,CAMPUS,2015-2016,226906041,WALL MIDDLE,226906,WALL ISD,15,226,TOM GREEN COUNTY,279,26,155,-9999999,0,-9999999,33,0,57,6,0,14,13
STATE,CAMPUS,2015-2016,226906191,WALL PPCD,226906,WALL ISD,15,226,TOM GREEN COUNTY,-9999999,0,0,0,0,0,-9999999,0,0,0,0,-9999999,0
STATE,CAMPUS,2015-2016,41902180,WALL SP PROG,41902,ROBERT LEE ISD,15,41,COKE COUNTY,-9999999,0,0,0,0,0,-9999999,0,-9999999,0,0,-9999999,0
STATE,CAMPUS,2015-2016,226901180,WALL SP PROG (FLC/BAC),226901,CHRISTOVAL ISD,15,226,TOM GREEN COUNTY,5,0,0,0,0,0,-9999999,0,-9999999,0,0,5,0
STATE,CAMPUS,2015-2016,48903190,WALL SPECIAL PROGRAMS,48903,PAINT ROCK ISD,15,48,CONCHO COUNTY,-9999999,0,0,0,0,0,-9999999,-9999999,0,0,0,-9999999,0
STATE,CAMPUS,2015-2016,200906103,WALL SPECIAL PROGRAMS,200906,OLFEN ISD,15,200,RUNNELS COUNTY,-9999999,0,0,0,0,0,-9999999,0,0,0,0,-9999999,0
STATE,CAMPUS,2015-2016,216901180,WALL SPECIAL PROGRAMS,216901,STERLING CITY ISD,15,216,STERLING COUNTY,-9999999,0,0,0,0,0,0,0,0,0,0,-9999999,0
STATE,CAMPUS,2015-2016,226905180,WALL SPECIAL PROGRAMS,226905,WATER VALLEY ISD,15,226,TOM GREEN COUNTY,-9999999,0,0,0,0,0,0,0,0,0,0,-9999999,0
STATE,CAMPUS,2015-2016,168901003,WALLACE ACCELERATED H S,168901,COLORADO ISD,14,168,MITCHELL COUNTY,13,0,-9999999,0,0,0,10,12,11,0,0,-9999999,0
STATE,CAMPUS,2015-2016,177902004,WALLACE ACCELERATED H S,177902,SWEETWATER ISD,14,177,NOLAN COUNTY,31,0,0,0,0,0,18,0,29,0,0,7,-9999999
STATE,CAMPUS,2015-2016,57916116,WALLACE EL,57916,RICHARDSON ISD,10,57,DALLAS COUNTY,848,43,0,347,120,226,550,848,483,-9999999,0,72,20
STATE,CAMPUS,2015-2016,177901003,WALLACE H S,177901,ROSCOE COLLEGIATE ISD,14,177,NOLAN COUNTY,-9999999,0,0,0,0,0,-9999999,0,-9999999,0,0,-9999999,0
STATE,CAMPUS,2015-2016,237904002,WALLER H S,237904,WALLER ISD,4,237,WALLER COUNTY,1876,121,1510,159,0,154,1037,1876,901,-9999999,5,93,46
STATE,CAMPUS,2015-2016,237904041,WALLER J H,237904,WALLER ISD,4,237,WALLER COUNTY,682,34,0,164,0,164,445,682,371,-9999999,0,43,13
STATE,CAMPUS,2015-2016,43914110,WALLY WATKINS EL,43914,WYLIE ISD,10,43,COLLIN COUNTY,611,29,0,138,111,26,184,605,270,18,0,50,7
STATE,CAMPUS,2015-2016,49908101,WALNUT BEND EL,49908,WALNUT BEND ISD,11,49,COOKE COUNTY,83,-9999999,0,0,0,0,53,0,33,0,0,-9999999,0
STATE,CAMPUS,2015-2016,101912253,WALNUT BEND EL,101912,HOUSTON ISD,4,101,HARRIS COUNTY,758,100,0,343,208,103,648,758,531,-9999999,-9999999,40,6
STATE,CAMPUS,2015-2016,220915103,WALNUT CREEK EL,220915,AZLE ISD,11,220,TARRANT COUNTY,506,36,0,10,0,10,218,506,102,9,0,29,12
STATE,CAMPUS,2015-2016,227901141,WALNUT CREEK EL,227901,AUSTIN ISD,13,227,TRAVIS COUNTY,634,8,0,453,395,56,562,634,550,-9999999,0,47,12
STATE,CAMPUS,2015-2016,57909122,WALNUT GLEN ACAD FOR EXCEL,57909,GARLAND ISD,10,57,DALLAS COUNTY,481,346,0,156,108,39,275,481,192,7,0,27,-9999999
STATE,CAMPUS,2015-2016,220919103,WALNUT GROVE EL,220919,CARROLL ISD,11,220,TARRANT COUNTY,682,81,0,22,0,22,10,0,116,5,0,61,19
STATE,CAMPUS,2015-2016,70908044,WALNUT GROVE MIDDLE SCHOOL,70908,MIDLOTHIAN ISD,10,70,ELLIS COUNTY,1017,101,0,18,0,18,202,0,349,13,-9999999,103,75
STATE,CAMPUS,2015-2016,57905224,WALNUT HILL EL,57905,DALLAS ISD,10,57,DALLAS COUNTY,374,78,0,188,210,0,327,374,212,0,16,50,9
STATE,CAMPUS,2015-2016,46901107,WALNUT SPRINGS EL,46901,NEW BRAUNFELS ISD,13,46,COMAL COUNTY,492,31,0,23,0,21,168,492,137,19,0,53,17
STATE,CAMPUS,2015-2016,105904102,WALNUT SPRINGS EL,105904,DRIPPING SPRINGS ISD,13,105,HAYS COUNTY,885,45,0,53,0,53,185,885,259,-9999999,8,118,38
STATE,CAMPUS,2015-2016,18905003,WALNUT SPRINGS SCHOOL,18905,WALNUT SPRINGS ISD,12,18,BOSQUE COUNTY,188,18,72,30,0,30,155,187,74,-9999999,0,22,22
STATE,CAMPUS,2015-2016,20901107,WALT DISNEY EL,20901,ALVIN ISD,4,20,BRAZORIA COUNTY,545,34,0,135,105,28,365,545,331,-9999999,8,62,36
STATE,CAMPUS,2015-2016,43901043,WALTER & LOIS CURTIS MIDDLE,43901,ALLEN ISD,10,43,COLLIN COUNTY,1236,201,545,33,0,32,142,0,237,9,-9999999,129,56
STATE,CAMPUS,2015-2016,84910115,WALTER HALL EL,84910,CLEAR CREEK ISD,4,84,GALVESTON COUNTY,891,80,0,51,0,49,136,0,199,21,-9999999,116,17
STATE,CAMPUS,2015-2016,79907134,WALTER MOSES BURTON EL,79907,FORT BEND ISD,4,79,FORT BEND COUNTY,445,-9999999,0,38,18,0,262,445,202,9,-9999999,36,-9999999
STATE,CAMPUS,2015-2016,101912015,WALTRIP H S,101912,HOUSTON ISD,4,101,HARRIS COUNTY,1743,235,776,197,-9999999,183,1315,1743,1403,0,0,163,18
STATE,CAMPUS,2015-2016,15910114,WALZEM EL,15910,NORTH EAST ISD,20,15,BEXAR COUNTY,781,13,0,352,364,33,682,722,446,31,5,89,-9999999
STATE,CAMPUS,2015-2016,15915148,WANKE EL,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,851,49,0,127,165,-9999999,324,7,296,44,-9999999,85,10
STATE,CAMPUS,2015-2016,15915183,WARD EL,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,870,45,0,35,0,0,456,-9999999,275,73,0,102,22
STATE,CAMPUS,2015-2016,221901150,WARD EL,221901,ABILENE ISD,14,221,TAYLOR COUNTY,569,53,0,6,0,6,249,568,76,77,-9999999,60,-9999999
STATE,CAMPUS,2015-2016,92903125,WARE EL,92903,LONGVIEW ISD,7,92,GREGG COUNTY,766,0,0,321,261,35,724,766,509,0,0,45,9
STATE,CAMPUS,2015-2016,101907149,WARNER EL,101907,CYPRESS-FAIRBANKS ISD,4,101,HARRIS COUNTY,1177,104,0,91,0,82,83,0,311,9,-9999999,68,-9999999
STATE,CAMPUS,2015-2016,229904103,WARREN EL,229904,WARREN ISD,5,229,TYLER COUNTY,414,17,0,5,0,5,214,414,51,0,0,23,12
STATE,CAMPUS,2015-2016,15915019,WARREN H S,15915,NORTHSIDE ISD,20,15,BEXAR COUNTY,3074,364,1876,61,0,53,1342,37,1410,180,-9999999,284,133
STATE,CAMPUS,2015-2016,229904001,WARREN H S,229904,WARREN ISD,5,229,TYLER COUNTY,369,16,343,0,0,0,136,0,117,0,0,22,19
STATE,CAMPUS,2015-2016,229904041,WARREN J H,229904,WARREN ISD,5,229,TYLER COUNTY,279,22,0,-9999999,0,-9999999,112,279,108,0,0,24,25
STATE,CAMPUS,2015-2016,129902041,WARREN MIDDLE,129902,FORNEY ISD,10,129,KAUFMAN COUNTY,726,47,0,22,0,22,160,0,137,11,-9999999,63,56
STATE,CAMPUS,2015-2016,101912016,WASHINGTON B T H S,101912,HOUSTON ISD,4,101,HARRIS COUNTY,741,45,508,87,0,80,569,741,613,0,5,124,16
STATE,CAMPUS,2015-2016,1907102,WASHINGTON EARLY CHILDHOOD CENTER,1907,PALESTINE ISD,7,1,ANDERSON COUNTY,184,0,0,40,17,23,179,184,40,0,0,17,0
STATE,CAMPUS,2015-2016,102902110,WASHINGTON ECH CTR,102902,MARSHALL ISD,7,102,HARRISON COUNTY,303,0,0,95,82,13,299,303,109,0,-9999999,23,0
STATE,CAMPUS,2015-2016,15907172,WASHINGTON EL,15907,SAN ANTONIO ISD,20,15,BEXAR COUNTY,410,15,0,69,63,-9999999,404,410,241,0,0,18,-9999999
STATE,CAMPUS,2015-2016,91906109,WASHINGTON EL,91906,SHERMAN ISD,10,91,GRAYSON COUNTY,423,17,0,249,209,38,380,423,331,0,0,25,11
STATE,CAMPUS,2015-2016,114901113,WASHINGTON EL,114901,BIG SPRING ISD,18,114,HOWARD COUNTY,442,6,0,15,0,13,287,442,288,-9999999,-9999999,17,13
STATE,CAMPUS,2015-2016,123907117,WASHINGTON EL,123907,PORT ARTHUR ISD,5,123,JEFFERSON COUNTY,386,-9999999,0,83,67,0,339,384,166,0,0,36,0
STATE,CAMPUS,2015-2016,220905175,WASHINGTON HEIGHTS EL,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,343,27,0,190,196,-9999999,315,343,287,-9999999,0,22,10
STATE,CAMPUS,2015-2016,170902043,WASHINGTON J H,170902,CONROE ISD,6,170,MONTGOMERY COUNTY,769,21,557,204,0,184,666,5,431,0,0,96,57
STATE,CAMPUS,2015-2016,165901129,WASHINGTON MATH/SCIENCE INSTITUTE,165901,MIDLAND ISD,18,165,MIDLAND COUNTY,418,0,0,7,0,0,124,418,122,6,-9999999,18,16
STATE,CAMPUS,2015-2016,243905125,WASHINGTON-JACKSON ACADEMY,243905,WICHITA FALLS ISD,9,243,WICHITA COUNTY,287,0,0,19,0,20,270,287,265,0,-9999999,50,0
STATE,CAMPUS,2015-2016,102903103,WASKOM EL,102903,WASKOM ISD,7,102,HARRISON COUNTY,324,12,0,56,0,46,205,324,129,5,0,15,7
STATE,CAMPUS,2015-2016,102903002,WASKOM H S,102903,WASKOM ISD,7,102,HARRISON COUNTY,315,23,307,20,0,20,175,315,83,0,0,34,17
STATE,CAMPUS,2015-2016,102903041,WASKOM MIDDLE,102903,WASKOM ISD,7,102,HARRISON COUNTY,289,20,59,21,0,21,165,288,97,5,0,25,10
STATE,CAMPUS,2015-2016,220902113,WATAUGA EL,220902,BIRDVILLE ISD,11,220,TARRANT COUNTY,871,77,0,358,257,101,639,871,601,9,-9999999,64,33
STATE,CAMPUS,2015-2016,220902045,WATAUGA MIDDLE,220902,BIRDVILLE ISD,11,220,TARRANT COUNTY,727,86,206,132,0,131,478,727,461,13,-9999999,72,58
STATE,CAMPUS,2015-2016,226905101,WATER VALLEY EL,226905,WATER VALLEY ISD,15,226,TOM GREEN COUNTY,177,-9999999,0,-9999999,0,-9999999,98,177,39,0,-9999999,17,5
STATE,CAMPUS,2015-2016,226905001,WATER VALLEY H S,226905,WATER VALLEY ISD,15,226,TOM GREEN COUNTY,135,11,94,0,0,0,62,135,47,-9999999,0,14,-9999999
STATE,CAMPUS,2015-2016,57904107,WATERFORD OAKS EL,57904,CEDAR HILL ISD,10,57,DALLAS COUNTY,573,13,0,20,-9999999,17,399,572,214,14,15,60,6
STATE,CAMPUS,2015-2016,152901183,WATERS EL,152901,LUBBOCK ISD,17,152,LUBBOCK COUNTY,696,40,0,11,0,9,420,696,336,-9999999,5,59,26
STATE,CAMPUS,2015-2016,101907045,WATKINS MIDDLE SCHOOL,101907,CYPRESS-FAIRBANKS ISD,4,101,HARRIS COUNTY,1374,60,543,213,0,197,974,1372,648,-9999999,-9999999,137,18
STATE,CAMPUS,2015-2016,9901041,WATSON J H,9901,MULESHOE ISD,17,9,BAILEY COUNTY,293,5,0,31,0,30,240,293,125,0,0,41,6
STATE,CAMPUS,2015-2016,57909115,WATSON TECHNOLOGY CENTER,57909,GARLAND ISD,10,57,DALLAS COUNTY,572,75,0,195,135,48,312,572,231,5,0,41,-9999999
STATE,CAMPUS,2015-2016,94902110,WATTS EL,94902,SCHERTZ-CIBOLO-U CITY ISD,20,94,GUADALUPE COUNTY,668,24,0,11,-9999999,11,238,0,214,113,-9999999,63,18
STATE,CAMPUS,2015-2016,220905176,WAVERLY PARK EL,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,811,74,0,153,68,68,468,811,510,17,0,98,30
STATE,CAMPUS,2015-2016,70801001,WAXAHACHIE FAITH FAMILY ACADEMY,70801,WAXAHACHIE FAITH FAMILY ACADEMY,10,70,ELLIS COUNTY,65,0,54,7,0,7,42,64,44,0,0,5,0
STATE,CAMPUS,2015-2016,70801041,WAXAHACHIE FAMILY FAITH ACADEMY,70801,WAXAHACHIE FAITH FAMILY ACADEMY,10,70,ELLIS COUNTY,77,0,0,13,0,11,67,76,53,0,-9999999,-9999999,0
STATE,CAMPUS,2015-2016,70801101,WAXAHACHIE FAMILY FAITH ACADEMY,70801,WAXAHACHIE FAITH FAMILY ACADEMY,10,70,ELLIS COUNTY,272,7,0,29,0,29,233,269,148,-9999999,8,8,0
STATE,CAMPUS,2015-2016,70912004,WAXAHACHIE GLOBAL H S,70912,WAXAHACHIE ISD,10,70,ELLIS COUNTY,424,60,424,-9999999,0,-9999999,90,0,105,7,-9999999,-9999999,7
STATE,CAMPUS,2015-2016,70912002,WAXAHACHIE H S,70912,WAXAHACHIE ISD,10,70,ELLIS COUNTY,2052,109,1919,49,0,40,853,2052,1087,64,39,235,122
STATE,CAMPUS,2015-2016,70912003,WAXAHACHIE H S OF CHOICE,70912,WAXAHACHIE ISD,10,70,ELLIS COUNTY,34,0,8,0,0,0,13,0,33,0,-9999999,5,-9999999
STATE,CAMPUS,2015-2016,61911120,WAYNE A COX EL,61911,NORTHWEST ISD,11,61,DENTON COUNTY,443,26,0,11,0,11,55,-9999999,94,0,-9999999,38,14
STATE,CAMPUS,2015-2016,220918041,WAYSIDE MIDDLE,220918,EAGLE MT-SAGINAW ISD,11,220,TARRANT COUNTY,971,115,183,46,0,43,286,0,411,58,0,88,50
STATE,CAMPUS,2015-2016,43910113,WEATHERFORD EL,43910,PLANO ISD,10,43,COLLIN COUNTY,488,64,0,171,73,94,283,488,214,0,0,68,20
STATE,CAMPUS,2015-2016,184903001,WEATHERFORD H S,184903,WEATHERFORD ISD,11,184,PARKER COUNTY,2326,194,2095,101,0,96,765,0,1129,48,7,185,83
STATE,CAMPUS,2015-2016,57909116,WEAVER EL,57909,GARLAND ISD,10,57,DALLAS COUNTY,563,7,0,244,169,70,486,563,327,-9999999,-9999999,60,-9999999
STATE,CAMPUS,2015-2016,240901010,WEBB COUNTY J J A E P,240901,LAREDO ISD,1,240,WEBB COUNTY,18,0,-9999999,13,0,13,18,0,18,0,0,-9999999,0
STATE,CAMPUS,2015-2016,43907104,WEBB EL,43907,MCKINNEY ISD,10,43,COLLIN COUNTY,427,11,0,181,136,42,340,427,306,0,-9999999,60,9
STATE,CAMPUS,2015-2016,140905102,WEBB EL,140905,OLTON ISD,17,140,LAMB COUNTY,297,5,0,60,0,60,224,293,132,0,-9999999,20,5
STATE,CAMPUS,2015-2016,220901148,WEBB EL,220901,ARLINGTON ISD,11,220,TARRANT COUNTY,776,33,0,501,380,119,720,776,684,-9999999,0,81,8
STATE,CAMPUS,2015-2016,227901053,WEBB M S,227901,AUSTIN ISD,13,227,TRAVIS COUNTY,699,23,222,387,0,384,666,699,575,0,0,130,48
STATE,CAMPUS,2015-2016,57909049,WEBB MIDDLE,57909,GARLAND ISD,10,57,DALLAS COUNTY,1172,27,243,181,0,170,806,1172,505,24,-9999999,117,12
STATE,CAMPUS,2015-2016,227901193,WEBB PRI CENTER,227901,AUSTIN ISD,13,227,TRAVIS COUNTY,217,-9999999,0,183,151,31,211,217,206,0,0,14,6
STATE,CAMPUS,2015-2016,84910119,WEDGEWOOD EL,84910,CLEAR CREEK ISD,4,84,GALVESTON COUNTY,758,47,0,55,0,50,326,735,247,9,-9999999,91,8
STATE,CAMPUS,2015-2016,70912108,WEDGEWORTH EL,70912,WAXAHACHIE ISD,10,70,ELLIS COUNTY,733,18,0,223,207,12,465,733,391,23,10,81,17
STATE,CAMPUS,2015-2016,220905043,WEDGWOOD 6TH GR SCH,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,453,66,0,90,0,80,380,453,342,0,0,48,16
STATE,CAMPUS,2015-2016,220905060,WEDGWOOD MIDDLE,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,884,66,540,119,0,108,638,884,653,-9999999,0,83,22
STATE,CAMPUS,2015-2016,45905102,WEIMAR EL,45905,WEIMAR ISD,3,45,COLORADO COUNTY,277,16,0,66,0,65,160,277,103,-9999999,0,21,-9999999
STATE,CAMPUS,2015-2016,45905002,WEIMAR H S,45905,WEIMAR ISD,3,45,COLORADO COUNTY,203,8,197,12,0,12,52,0,66,0,0,16,-9999999
STATE,CAMPUS,2015-2016,45905041,WEIMAR J H,45905,WEIMAR ISD,3,45,COLORADO COUNTY,158,9,0,21,0,21,87,158,71,-9999999,0,23,6
STATE,CAMPUS,2015-2016,94901105,WEINERT EL,94901,SEGUIN ISD,13,94,GUADALUPE COUNTY,553,32,0,9,0,7,333,553,193,-9999999,-9999999,49,12
STATE,CAMPUS,2015-2016,84902044,WEIS MIDDLE,84902,GALVESTON ISD,4,84,GALVESTON COUNTY,284,-9999999,0,39,29,9,258,284,132,0,0,28,9
STATE,CAMPUS,2015-2016,101912056,WELCH MIDDLE,101912,HOUSTON ISD,4,101,HARRIS COUNTY,853,39,28,182,-9999999,163,713,853,627,-9999999,-9999999,129,13
STATE,CAMPUS,2015-2016,205906103,WELDER EL,205906,SINTON ISD,2,205,SAN PATRICIO COUNTY,557,13,0,-9999999,0,-9999999,414,556,247,0,0,59,-9999999
STATE,CAMPUS,2015-2016,220918005,WELDON HAFLEY DEVELOPMENT CTR,220918,EAGLE MT-SAGINAW ISD,11,220,TARRANT COUNTY,276,0,0,54,41,13,219,0,75,34,10,48,0
STATE,CAMPUS,2015-2016,92901105,WELDON INT,92901,GLADEWATER ISD,7,92,GREGG COUNTY,265,36,0,12,0,12,192,263,175,6,5,28,15
STATE,CAMPUS,2015-2016,44902101,WELLINGTON EL,44902,WELLINGTON ISD,16,44,COLLINGSWORTH COUNTY,326,-9999999,0,34,0,34,201,326,138,0,0,20,-9999999
STATE,CAMPUS,2015-2016,61902130,WELLINGTON EL,61902,LEWISVILLE ISD,11,61,DENTON COUNTY,900,65,0,54,0,53,25,0,102,-9999999,-9999999,51,6
STATE,CAMPUS,2015-2016,44902001,WELLINGTON H S,44902,WELLINGTON ISD,16,44,COLLINGSWORTH COUNTY,155,6,141,6,0,6,81,155,67,-9999999,0,18,0
