SCOPE,AGG_LEVEL,YEAR,CAMPUS NUMBER,CAMPUS NAME,GRADE GROUP,DISTRICT NUMBER,DISTRICT NAME,REGION,COUNTY NUMBER,COUNTY NAME,TOTAL ENROLLMENT,TOTAL G & T STUDENTS,TOTAL CTE STUDENTS,TOTAL LEP STUDENTS,TOTAL BILINGUAL STUDENTS,TOTAL ESL STUDENTS,TOTAL ECONOMICALLY DISADVANTAGED STUDENTS,TOTAL TITLE I STUDENTS,TOTAL AT RISK STUDENTS,TOTAL MILITARY CONNECTED STUDENTS,TOTAL FOSTER CARE STUDENTS,TOTAL STUDENTS RECEIVING SPECIAL EDUCATION SERVICES,SUM_HOMELESS,TOTAL DYSLEXIC STUDENTS
STATE,CAMPUS,2017-2018,212905117,RICE EL,ELEMENTARY,212905,TYLER ISD,7,212,SMITH COUNTY,626,60,0,38,0,36,286,626,310,0,-9999999,67,5,34
STATE,CAMPUS,2017-2018,45903001,RICE H S,HIGH SCHOOL,45903,RICE CISD,3,45,COLORADO COUNTY,366,25,341,9,0,9,256,366,244,0,-9999999,34,-9999999,17
STATE,CAMPUS,2017-2018,175911001,RICE H S,HIGH SCHOOL,175911,RICE ISD,12,175,NAVARRO COUNTY,260,18,238,26,0,25,171,0,102,-9999999,0,19,0,11
STATE,CAMPUS,2017-2018,175911042,RICE INTERMEDIATE/MIDDLE SCHOOL,ELEMENTARY,175911,RICE ISD,12,175,NAVARRO COUNTY,435,28,0,85,0,84,321,435,207,11,0,27,0,40
STATE,CAMPUS,2017-2018,45903043,RICE JH,MIDDLE SCHOOL,45903,RICE CISD,3,45,COLORADO COUNTY,251,9,0,20,0,20,181,251,140,0,0,34,-9999999,7
STATE,CAMPUS,2017-2018,101912080,RICE SCH /LA ESCUELA RICE,ELEMENTARY,101912,HOUSTON ISD,4,101,HARRIS COUNTY,1152,347,0,172,117,40,788,1152,637,0,0,70,8,26
STATE,CAMPUS,2017-2018,14906137,RICHARD E CAVAZOS EL,ELEMENTARY,14906,KILLEEN ISD,12,14,BELL COUNTY,657,10,0,64,0,64,449,657,296,143,-9999999,87,17,37
STATE,CAMPUS,2017-2018,57922112,RICHARD J LEE EL,ELEMENTARY,57922,COPPELL ISD,10,57,DALLAS COUNTY,824,28,0,178,0,177,58,-9999999,250,0,0,43,-9999999,15
STATE,CAMPUS,2017-2018,220905165,RICHARD J WILSON EL,ELEMENTARY,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,588,20,0,382,355,-9999999,540,588,520,-9999999,0,30,7,10
STATE,CAMPUS,2017-2018,57905170,RICHARD LAGOW EL,ELEMENTARY,57905,DALLAS ISD,10,57,DALLAS COUNTY,509,58,0,262,248,0,471,509,290,-9999999,0,28,0,9
STATE,CAMPUS,2017-2018,14801008,RICHARD MILBURN ACADEMY AMARILLO,HIGH SCHOOL,14801,RICHARD MILBURN ALTER HIGH SCHOOL,20,14,BELL COUNTY,205,0,99,-9999999,0,-9999999,176,205,204,0,0,33,-9999999,0
STATE,CAMPUS,2017-2018,14801007,RICHARD MILBURN ACADEMY CORPUS CHR,HIGH SCHOOL,14801,RICHARD MILBURN ALTER HIGH SCHOOL,20,14,BELL COUNTY,378,0,189,-9999999,0,-9999999,317,378,369,0,0,40,29,0
STATE,CAMPUS,2017-2018,14801006,RICHARD MILBURN ACADEMY FORT WORTH,HIGH SCHOOL,14801,RICHARD MILBURN ALTER HIGH SCHOOL,20,14,BELL COUNTY,194,0,87,19,0,19,162,194,188,-9999999,0,23,-9999999,0
STATE,CAMPUS,2017-2018,14801005,RICHARD MILBURN ACADEMY HOUSTON (S,HIGH SCHOOL,14801,RICHARD MILBURN ALTER HIGH SCHOOL,20,14,BELL COUNTY,182,0,82,26,0,26,165,182,168,0,0,16,-9999999,0
STATE,CAMPUS,2017-2018,14801004,RICHARD MILBURN ACADEMY LUBBOCK,HIGH SCHOOL,14801,RICHARD MILBURN ALTER HIGH SCHOOL,20,14,BELL COUNTY,188,0,93,-9999999,0,0,169,188,176,0,0,20,-9999999,0
STATE,CAMPUS,2017-2018,14801010,RICHARD MILBURN ACADEMY MIDLAND SO,HIGH SCHOOL,14801,RICHARD MILBURN ALTER HIGH SCHOOL,20,14,BELL COUNTY,181,0,85,-9999999,0,-9999999,93,11,178,0,0,16,18,-9999999
STATE,CAMPUS,2017-2018,14801002,RICHARD MILBURN ACADEMY ODESSA,HIGH SCHOOL,14801,RICHARD MILBURN ALTER HIGH SCHOOL,20,14,BELL COUNTY,444,0,244,26,0,24,203,444,382,0,0,36,17,-9999999
STATE,CAMPUS,2017-2018,14801009,RICHARD MILBURN ACADEMY PASADENA,HIGH SCHOOL,14801,RICHARD MILBURN ALTER HIGH SCHOOL,20,14,BELL COUNTY,197,0,111,19,0,18,184,0,191,0,0,13,11,0
STATE,CAMPUS,2017-2018,14801001,RICHARD MILBURN ALTER H S (KILLEEN,HIGH SCHOOL,14801,RICHARD MILBURN ALTER HIGH SCHOOL,20,14,BELL COUNTY,255,0,210,13,0,12,174,255,241,5,0,44,13,-9999999
STATE,CAMPUS,2017-2018,93905101,RICHARDS EL,ELEMENTARY,93905,RICHARDS ISD,6,93,GRIMES COUNTY,79,0,0,0,0,0,46,79,10,0,0,-9999999,0,0
STATE,CAMPUS,2017-2018,93905001,RICHARDS H S,HIGH SCHOOL,93905,RICHARDS ISD,6,93,GRIMES COUNTY,84,0,56,0,0,0,47,84,8,0,0,8,0,6
STATE,CAMPUS,2017-2018,227901028,RICHARDS SCH FOR YOUNG WOMEN LEADE,ELEMENTARY / SECONDARY,227901,AUSTIN ISD,13,227,TRAVIS COUNTY,827,260,827,36,0,35,445,7,137,0,0,6,7,20
STATE,CAMPUS,2017-2018,221801059,RICHARDSON CLASSICAL ACADEMY,ELEMENTARY / SECONDARY,221801,TEXAS COLLEGE PREPARATORY ACADEMIE,14,221,TAYLOR COUNTY,175,0,0,26,0,26,75,0,58,-9999999,0,10,-9999999,-9999999
STATE,CAMPUS,2017-2018,35901102,RICHARDSON EL,ELEMENTARY,35901,DIMMITT ISD,16,35,CASTRO COUNTY,560,19,0,148,136,-9999999,492,559,344,-9999999,5,40,13,-9999999
STATE,CAMPUS,2017-2018,57916003,RICHARDSON H S,HIGH SCHOOL,57916,RICHARDSON ISD,10,57,DALLAS COUNTY,2770,504,2159,236,0,233,1357,9,1251,12,-9999999,256,9,94
STATE,CAMPUS,2017-2018,57916111,RICHARDSON HEIGHTS EL,ELEMENTARY,57916,RICHARDSON ISD,10,57,DALLAS COUNTY,494,26,0,191,118,72,305,494,280,7,-9999999,67,0,17
STATE,CAMPUS,2017-2018,71902055,RICHARDSON MIDDLE,MIDDLE SCHOOL,71902,EL PASO ISD,19,71,EL PASO COUNTY,701,163,105,37,0,29,370,701,290,211,0,63,-9999999,8
STATE,CAMPUS,2017-2018,57916045,RICHARDSON NORTH J H,JUNIOR HIGH SCHOOL,57916,RICHARDSON ISD,10,57,DALLAS COUNTY,632,131,209,105,0,105,272,-9999999,245,5,-9999999,77,-9999999,35
STATE,CAMPUS,2017-2018,57916112,RICHARDSON TERRACE EL,ELEMENTARY,57916,RICHARDSON ISD,10,57,DALLAS COUNTY,527,13,0,181,0,179,342,527,283,-9999999,5,61,-9999999,13
STATE,CAMPUS,2017-2018,57916044,RICHARDSON WEST J H,JUNIOR HIGH SCHOOL,57916,RICHARDSON ISD,10,57,DALLAS COUNTY,711,160,331,112,0,112,388,711,286,-9999999,-9999999,76,-9999999,37
STATE,CAMPUS,2017-2018,101919022,RICHEY ACADEMY,ELEMENTARY / SECONDARY,101919,SPRING ISD,4,101,HARRIS COUNTY,56,0,20,5,0,5,40,-9999999,53,0,0,5,-9999999,-9999999
STATE,CAMPUS,2017-2018,101917115,RICHEY EL,ELEMENTARY,101917,PASADENA ISD,4,101,HARRIS COUNTY,738,14,0,418,390,-9999999,646,738,534,-9999999,0,57,12,28
STATE,CAMPUS,2017-2018,57840001,RICHLAND COLLEGIATE H S OF MATH SC,HIGH SCHOOL,57840,RICHLAND COLLEGIATE HIGH SCHOOL,10,57,DALLAS COUNTY,582,0,421,0,0,0,124,9,32,-9999999,0,-9999999,-9999999,-9999999
STATE,CAMPUS,2017-2018,57916130,RICHLAND EL,ELEMENTARY,57916,RICHARDSON ISD,10,57,DALLAS COUNTY,651,22,0,174,0,174,422,651,343,-9999999,0,68,0,19
STATE,CAMPUS,2017-2018,220902106,RICHLAND EL,ELEMENTARY,220902,BIRDVILLE ISD,11,220,TARRANT COUNTY,296,17,0,38,0,37,224,296,116,-9999999,-9999999,44,7,17
STATE,CAMPUS,2017-2018,220902002,RICHLAND H S,HIGH SCHOOL,220902,BIRDVILLE ISD,11,220,TARRANT COUNTY,2158,296,1507,116,0,113,897,28,648,21,-9999999,181,28,138
STATE,CAMPUS,2017-2018,220902043,RICHLAND MIDDLE,MIDDLE SCHOOL,220902,BIRDVILLE ISD,11,220,TARRANT COUNTY,662,39,224,158,0,158,481,662,319,-9999999,-9999999,80,6,72
STATE,CAMPUS,2017-2018,206902001,RICHLAND SPRINGS SCHOOL,ELEMENTARY / SECONDARY,206902,RICHLAND SPRINGS ISD,15,206,SAN SABA COUNTY,130,-9999999,56,-9999999,0,-9999999,82,130,40,0,0,25,0,23
STATE,CAMPUS,2017-2018,146902103,RICHTER EL,ELEMENTARY,146902,DAYTON ISD,4,146,LIBERTY COUNTY,762,21,0,154,121,8,547,762,549,-9999999,6,64,232,6
STATE,CAMPUS,2017-2018,101917142,RICK SCHNEIDER MIDDLE,MIDDLE SCHOOL,101917,PASADENA ISD,4,101,HARRIS COUNTY,758,41,0,289,265,-9999999,636,758,447,-9999999,0,69,52,52
STATE,CAMPUS,2017-2018,101919048,RICKEY C BAILEY MIDDLE,MIDDLE SCHOOL,101919,SPRING ISD,4,101,HARRIS COUNTY,1269,86,387,284,0,273,949,1269,598,8,-9999999,117,8,22
STATE,CAMPUS,2017-2018,43905114,RIDDLE EL,ELEMENTARY,43905,FRISCO ISD,10,43,COLLIN COUNTY,772,101,0,119,0,118,53,-9999999,178,5,0,25,-9999999,7
STATE,CAMPUS,2017-2018,170902117,RIDE EL,ELEMENTARY,170902,CONROE ISD,6,170,MONTGOMERY COUNTY,728,68,0,20,0,19,79,-9999999,109,5,-9999999,58,-9999999,18
STATE,CAMPUS,2017-2018,243905002,RIDER H S,HIGH SCHOOL,243905,WICHITA FALLS ISD,9,243,WICHITA COUNTY,1494,127,1256,17,0,13,580,1494,645,75,-9999999,169,9,0
STATE,CAMPUS,2017-2018,101913127,RIDGE CREEK EL,ELEMENTARY,101913,HUMBLE ISD,4,101,HARRIS COUNTY,758,25,0,152,93,49,467,758,391,18,5,86,35,13
STATE,CAMPUS,2017-2018,79907016,RIDGE POINT H S,HIGH SCHOOL,79907,FORT BEND ISD,4,79,FORT BEND COUNTY,2712,245,1667,137,0,124,506,19,792,31,-9999999,147,23,44
STATE,CAMPUS,2017-2018,101920111,RIDGECREST EL,ELEMENTARY,101920,SPRING BRANCH ISD,4,101,HARRIS COUNTY,760,14,0,572,467,88,705,760,649,-9999999,0,80,9,11
STATE,CAMPUS,2017-2018,188901123,RIDGECREST EL,ELEMENTARY,188901,AMARILLO ISD,16,188,POTTER COUNTY,464,32,0,20,0,20,242,13,159,9,7,61,13,19
STATE,CAMPUS,2017-2018,79907116,RIDGEGATE EL,ELEMENTARY,79907,FORT BEND ISD,4,79,FORT BEND COUNTY,552,-9999999,0,227,187,33,492,552,391,-9999999,-9999999,46,14,16
STATE,CAMPUS,2017-2018,79907109,RIDGEMONT EL,ELEMENTARY,79907,FORT BEND ISD,4,79,FORT BEND COUNTY,764,-9999999,0,333,295,28,617,764,473,-9999999,-9999999,65,7,14
STATE,CAMPUS,2017-2018,227901133,RIDGETOP EL,ELEMENTARY,227901,AUSTIN ISD,13,227,TRAVIS COUNTY,371,52,0,85,369,-9999999,116,371,148,0,-9999999,18,11,20
STATE,CAMPUS,2017-2018,15910112,RIDGEVIEW EL,ELEMENTARY,15910,NORTH EAST ISD,20,15,BEXAR COUNTY,610,19,0,263,269,29,539,608,416,7,5,74,9,15
STATE,CAMPUS,2017-2018,220907129,RIDGEVIEW EL,ELEMENTARY,220907,KELLER ISD,11,220,TARRANT COUNTY,704,47,0,59,0,57,98,5,121,-9999999,-9999999,63,5,38
STATE,CAMPUS,2017-2018,246909051,RIDGEVIEW MIDDLE,MIDDLE SCHOOL,246909,ROUND ROCK ISD,13,246,WILLIAMSON COUNTY,1355,178,187,44,0,44,243,-9999999,385,29,-9999999,138,-9999999,102
STATE,CAMPUS,2017-2018,123908103,RIDGEWOOD EL,ELEMENTARY,123908,PORT NECHES-GROVES ISD,5,123,JEFFERSON COUNTY,427,-9999999,0,34,0,34,114,0,118,0,-9999999,47,28,7
STATE,CAMPUS,2017-2018,220905156,RIDGLEA HILLS EL,ELEMENTARY,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,786,109,0,55,-9999999,52,312,786,413,22,-9999999,86,7,21
STATE,CAMPUS,2017-2018,161912001,RIESEL SCHOOL,HIGH SCHOOL,161912,RIESEL ISD,12,161,MCLENNAN COUNTY,342,48,267,-9999999,0,-9999999,133,342,152,-9999999,0,36,16,15
STATE,CAMPUS,2017-2018,214901107,RINGGOLD EL,ELEMENTARY,214901,RIO GRANDE CITY CISD,1,214,STARR COUNTY,465,105,0,413,407,0,431,465,432,0,0,43,0,15
STATE,CAMPUS,2017-2018,214901042,RINGGOLD MIDDLE,MIDDLE SCHOOL,214901,RIO GRANDE CITY CISD,1,214,STARR COUNTY,753,172,178,608,0,606,691,753,618,0,-9999999,87,0,75
STATE,CAMPUS,2017-2018,71905052,RIO BRAVO MIDDLE,MIDDLE SCHOOL,71905,YSLETA ISD,19,71,EL PASO COUNTY,478,43,137,128,14,117,410,478,297,-9999999,-9999999,74,5,35
STATE,CAMPUS,2017-2018,214901003,RIO GRANDE CITY CISD GRULLA H S,HIGH SCHOOL,214901,RIO GRANDE CITY CISD,1,214,STARR COUNTY,933,150,794,395,0,396,875,933,485,0,0,118,0,90
STATE,CAMPUS,2017-2018,214901001,RIO GRANDE CITY H S,HIGH SCHOOL,214901,RIO GRANDE CITY CISD,1,214,STARR COUNTY,1761,289,1532,595,0,595,1523,1761,882,0,0,212,12,145
STATE,CAMPUS,2017-2018,31911102,RIO HONDO EL,ELEMENTARY,31911,RIO HONDO ISD,1,31,CAMERON COUNTY,507,5,0,80,74,0,418,507,234,-9999999,-9999999,38,-9999999,0
STATE,CAMPUS,2017-2018,31911001,RIO HONDO H S,HIGH SCHOOL,31911,RIO HONDO ISD,1,31,CAMERON COUNTY,615,30,594,32,0,27,454,615,411,0,0,48,-9999999,9
STATE,CAMPUS,2017-2018,31911103,RIO HONDO INT,ELEMENTARY,31911,RIO HONDO ISD,1,31,CAMERON COUNTY,418,25,0,64,58,0,378,418,251,-9999999,-9999999,40,21,13
STATE,CAMPUS,2017-2018,31911041,RIO HONDO J H,MIDDLE SCHOOL,31911,RIO HONDO ISD,1,31,CAMERON COUNTY,411,31,124,38,0,26,334,411,220,5,-9999999,50,11,14
STATE,CAMPUS,2017-2018,126907101,RIO VISTA EL,ELEMENTARY,126907,RIO VISTA ISD,11,126,JOHNSON COUNTY,344,36,0,27,0,25,200,344,163,-9999999,0,22,7,8
STATE,CAMPUS,2017-2018,126907001,RIO VISTA H S,HIGH SCHOOL,126907,RIO VISTA ISD,11,126,JOHNSON COUNTY,239,17,200,7,0,7,106,239,117,-9999999,0,32,26,10
STATE,CAMPUS,2017-2018,226903117,RIO VISTA HEAD START,ELEMENTARY,226903,SAN ANGELO ISD,15,226,TOM GREEN COUNTY,183,0,0,0,0,0,40,0,0,0,0,-9999999,0,0
STATE,CAMPUS,2017-2018,126907041,RIO VISTA MIDDLE,MIDDLE SCHOOL,126907,RIO VISTA ISD,11,126,JOHNSON COUNTY,149,16,0,8,0,8,78,149,70,0,0,17,8,7
STATE,CAMPUS,2017-2018,227904118,RIOJAS EL,ELEMENTARY,227904,PFLUGERVILLE ISD,13,227,TRAVIS COUNTY,668,49,0,57,0,49,122,0,169,7,6,37,5,6
STATE,CAMPUS,2017-2018,101853101,RIPLEY HOUSE CHARTER SCHOOL,ELEMENTARY,101853,PROMISE COMMUNITY SCHOOL,4,101,HARRIS COUNTY,324,-9999999,0,124,0,116,313,324,219,-9999999,-9999999,29,18,-9999999
STATE,CAMPUS,2017-2018,101853042,RIPLEY HOUSE MIDDLE CAMPUS,MIDDLE SCHOOL,101853,PROMISE COMMUNITY SCHOOL,4,101,HARRIS COUNTY,161,9,0,50,0,46,153,161,99,-9999999,0,20,5,0
STATE,CAMPUS,2017-2018,57916137,RISD ACAD,ELEMENTARY,57916,RICHARDSON ISD,10,57,DALLAS COUNTY,825,18,0,589,486,103,767,825,680,0,0,90,0,31
STATE,CAMPUS,2017-2018,152802101,RISE ACADEMY,ELEMENTARY,152802,RISE ACADEMY,17,152,LUBBOCK COUNTY,307,0,0,0,0,0,262,307,62,0,-9999999,42,-9999999,-9999999
STATE,CAMPUS,2017-2018,31916042,RISING SCHOLARS ACADEMY OF SOUTH T,JUNIOR HIGH SCHOOL,31916,SOUTH TEXAS ISD,1,31,CAMERON COUNTY,497,46,254,18,0,18,209,497,80,0,0,20,-9999999,-9999999
STATE,CAMPUS,2017-2018,67908101,RISING STAR EL,ELEMENTARY,67908,RISING STAR ISD,14,67,EASTLAND COUNTY,85,-9999999,0,8,0,8,62,85,17,-9999999,-9999999,5,0,-9999999
STATE,CAMPUS,2017-2018,67908001,RISING STAR H S,HIGH SCHOOL,67908,RISING STAR ISD,14,67,EASTLAND COUNTY,69,0,58,0,0,0,41,-9999999,29,-9999999,0,-9999999,-9999999,-9999999
STATE,CAMPUS,2017-2018,79907140,RITA DRABEK EL,ELEMENTARY,79907,FORT BEND ISD,4,79,FORT BEND COUNTY,842,31,0,351,0,349,263,-9999999,471,0,0,69,-9999999,11
STATE,CAMPUS,2017-2018,43914108,RITA SMITH EL,ELEMENTARY,43914,WYLIE ISD,10,43,COLLIN COUNTY,500,49,0,39,0,39,75,0,94,8,-9999999,43,-9999999,18
STATE,CAMPUS,2017-2018,101912228,RIVER OAKS EL,ELEMENTARY,101912,HOUSTON ISD,4,101,HARRIS COUNTY,645,454,0,40,7,40,66,0,331,0,0,29,7,26
STATE,CAMPUS,2017-2018,227904107,RIVER OAKS EL,ELEMENTARY,227904,PFLUGERVILLE ISD,13,227,TRAVIS COUNTY,561,26,0,279,192,88,416,561,404,-9999999,0,58,13,6
STATE,CAMPUS,2017-2018,101913123,RIVER PINES EL,ELEMENTARY,101913,HUMBLE ISD,4,101,HARRIS COUNTY,881,21,0,374,246,117,569,879,614,16,8,67,27,13
STATE,CAMPUS,2017-2018,246913118,RIVER PLACE EL,ELEMENTARY,246913,LEANDER ISD,13,246,WILLIAMSON COUNTY,792,133,0,43,0,43,126,0,283,9,-9999999,63,-9999999,22
STATE,CAMPUS,2017-2018,246913123,RIVER RIDGE EL,ELEMENTARY,246913,LEANDER ISD,13,246,WILLIAMSON COUNTY,715,238,0,18,0,18,9,0,125,5,0,54,0,17
STATE,CAMPUS,2017-2018,188902001,RIVER ROAD H S,HIGH SCHOOL,188902,RIVER ROAD ISD,16,188,POTTER COUNTY,392,22,382,-9999999,0,-9999999,210,7,169,0,-9999999,50,9,17
STATE,CAMPUS,2017-2018,188902102,RIVER ROAD MIDDLE,JUNIOR HIGH SCHOOL,188902,RIVER ROAD ISD,16,188,POTTER COUNTY,206,17,38,7,0,7,126,-9999999,131,-9999999,0,21,-9999999,13
STATE,CAMPUS,2017-2018,220916123,RIVER TRAILS EL,ELEMENTARY,220916,HURST-EULESS-BEDFORD ISD,11,220,TARRANT COUNTY,642,37,0,89,0,89,262,5,205,8,-9999999,51,5,17
STATE,CAMPUS,2017-2018,161903108,RIVER VALLEY INT,MIDDLE SCHOOL,161903,MIDWAY ISD,12,161,MCLENNAN COUNTY,607,127,0,7,0,7,138,-9999999,101,8,0,40,-9999999,24
STATE,CAMPUS,2017-2018,31901004,RIVERA EARLY COLLEGE H S,HIGH SCHOOL,31901,BROWNSVILLE ISD,1,31,CAMERON COUNTY,2338,325,2253,298,0,293,2298,2337,1422,-9999999,9,284,52,81
STATE,CAMPUS,2017-2018,61901108,RIVERA EL,ELEMENTARY,61901,DENTON ISD,11,61,DENTON COUNTY,604,33,0,197,159,39,527,604,349,8,-9999999,70,15,14
STATE,CAMPUS,2017-2018,71902156,RIVERA EL,ELEMENTARY,71902,EL PASO ISD,19,71,EL PASO COUNTY,353,21,0,103,123,0,280,353,198,11,0,69,6,12
STATE,CAMPUS,2017-2018,57903123,RIVERCHASE ELE,ELEMENTARY,57903,CARROLLTON-FARMERS BRANCH ISD,10,57,DALLAS COUNTY,358,12,0,131,0,129,141,358,184,0,0,66,-9999999,5
STATE,CAMPUS,2017-2018,194903103,RIVERCREST EL,ELEMENTARY,194903,RIVERCREST ISD,8,194,RED RIVER COUNTY,329,30,0,27,0,27,206,329,154,-9999999,0,27,-9999999,21
STATE,CAMPUS,2017-2018,194903001,RIVERCREST H S,HIGH SCHOOL,194903,RIVERCREST ISD,8,194,RED RIVER COUNTY,208,28,196,-9999999,0,-9999999,95,0,98,0,0,19,-9999999,13
STATE,CAMPUS,2017-2018,194903102,RIVERCREST J H,MIDDLE SCHOOL,194903,RIVERCREST ISD,8,194,RED RIVER COUNTY,156,22,0,-9999999,0,-9999999,95,0,61,0,0,20,-9999999,14
STATE,CAMPUS,2017-2018,220905190,RIVERSIDE APPLIED LRN CTR,ELEMENTARY,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,236,42,0,78,0,74,168,236,178,0,0,18,-9999999,-9999999
STATE,CAMPUS,2017-2018,71905005,RIVERSIDE H S,HIGH SCHOOL,71905,YSLETA ISD,19,71,EL PASO COUNTY,1120,70,970,275,0,261,932,1120,609,-9999999,-9999999,144,10,31
STATE,CAMPUS,2017-2018,71905044,RIVERSIDE MIDDLE,JUNIOR HIGH SCHOOL,71905,YSLETA ISD,19,71,EL PASO COUNTY,525,49,196,174,-9999999,158,474,525,326,5,0,85,8,16
STATE,CAMPUS,2017-2018,220905056,RIVERSIDE MIDDLE,MIDDLE SCHOOL,220905,FORT WORTH ISD,11,220,TARRANT COUNTY,943,141,338,326,0,314,807,943,869,-9999999,0,93,8,31
STATE,CAMPUS,2017-2018,15907160,RIVERSIDE PARK EL,ELEMENTARY,15907,SAN ANTONIO ISD,20,15,BEXAR COUNTY,393,23,0,111,97,-9999999,378,393,290,-9999999,-9999999,41,10,-9999999
STATE,CAMPUS,2017-2018,101913045,RIVERWOOD MIDDLE,MIDDLE SCHOOL,101913,HUMBLE ISD,4,101,HARRIS COUNTY,1051,197,138,8,0,7,57,161,342,10,0,59,161,29
STATE,CAMPUS,2017-2018,27903104,RJ RICHEY EL,ELEMENTARY,27903,BURNET CISD,13,27,BURNET COUNTY,559,12,0,50,22,27,330,559,272,-9999999,-9999999,69,0,34
STATE,CAMPUS,2017-2018,57909127,ROACH EL,ELEMENTARY,57909,GARLAND ISD,10,57,DALLAS COUNTY,463,-9999999,0,272,224,44,321,463,295,-9999999,0,29,-9999999,8
STATE,CAMPUS,2017-2018,43905047,ROACH MIDDLE,MIDDLE SCHOOL,43905,FRISCO ISD,10,43,COLLIN COUNTY,855,120,0,33,0,29,142,0,224,12,0,101,0,55
STATE,CAMPUS,2017-2018,15910139,ROAN FOREST EL,ELEMENTARY,15910,NORTH EAST ISD,20,15,BEXAR COUNTY,766,44,0,284,359,78,232,-9999999,395,75,-9999999,69,-9999999,10
STATE,CAMPUS,2017-2018,61911107,ROANOKE EL,ELEMENTARY,61911,NORTHWEST ISD,11,61,DENTON COUNTY,754,57,0,135,84,76,144,0,286,8,0,88,0,19
STATE,CAMPUS,2017-2018,220901110,ROARK EL,ELEMENTARY,220901,ARLINGTON ISD,11,220,TARRANT COUNTY,468,40,0,281,224,56,417,468,383,-9999999,0,42,13,6
STATE,CAMPUS,2017-2018,232903103,ROBB EL,ELEMENTARY,232903,UVALDE CISD,20,232,UVALDE COUNTY,668,65,0,57,66,-9999999,498,668,446,0,-9999999,49,11,18
STATE,CAMPUS,2017-2018,70912043,ROBBIE E HOWARD J H,MIDDLE SCHOOL,70912,WAXAHACHIE ISD,10,70,ELLIS COUNTY,1005,84,218,31,0,31,355,1005,456,21,0,138,5,83
STATE,CAMPUS,2017-2018,71905141,ROBBIN E L WASHINGTON EL,ELEMENTARY,71905,YSLETA ISD,19,71,EL PASO COUNTY,551,34,0,124,135,0,416,551,260,9,-9999999,73,6,10
STATE,CAMPUS,2017-2018,15907131,ROBERT B GREEN EL,ELEMENTARY,15907,SAN ANTONIO ISD,20,15,BEXAR COUNTY,192,15,0,13,0,0,173,192,137,0,0,36,12,11
STATE,CAMPUS,2017-2018,57909145,ROBERT B SEWELL EL,ELEMENTARY,57909,GARLAND ISD,10,57,DALLAS COUNTY,610,16,0,104,-9999999,94,254,610,174,0,-9999999,59,-9999999,15
STATE,CAMPUS,2017-2018,15908044,ROBERT C ZAMORA MIDDLE,MIDDLE SCHOOL,15908,SOUTH SAN ANTONIO ISD,20,15,BEXAR COUNTY,776,73,0,114,0,113,669,776,577,-9999999,-9999999,64,-9999999,31
STATE,CAMPUS,2017-2018,170908106,ROBERT CRIPPEN EL,ELEMENTARY,170908,NEW CANEY ISD,6,170,MONTGOMERY COUNTY,842,89,0,479,516,40,591,842,601,-9999999,0,45,18,23
STATE,CAMPUS,2017-2018,178909105,ROBERT DRISCOLL JR EL,ELEMENTARY,178909,ROBSTOWN ISD,2,178,NUECES COUNTY,555,20,0,30,27,0,524,555,267,-9999999,7,50,7,0
STATE,CAMPUS,2017-2018,57905174,ROBERT E LEE EL,ELEMENTARY,57905,DALLAS ISD,10,57,DALLAS COUNTY,348,71,0,87,95,8,207,348,125,-9999999,-9999999,44,24,12
STATE,CAMPUS,2017-2018,57910132,ROBERT E LEE EL,ELEMENTARY,57910,GRAND PRAIRIE ISD,10,57,DALLAS COUNTY,560,22,0,258,234,24,512,529,425,-9999999,0,57,24,6
STATE,CAMPUS,2017-2018,159901106,ROBERT E LEE ELEMENTARY,ELEMENTARY,159901,EAGLE PASS ISD,20,159,MAVERICK COUNTY,295,12,0,182,178,0,247,295,232,0,0,20,-9999999,-9999999
STATE,CAMPUS,2017-2018,212905001,ROBERT E LEE H S,HIGH SCHOOL,212905,TYLER ISD,7,212,SMITH COUNTY,2222,424,1979,105,0,87,1175,2222,1065,0,0,177,19,184
STATE,CAMPUS,2017-2018,49901104,ROBERT E LEE INT,MIDDLE SCHOOL,49901,GAINESVILLE ISD,11,49,COOKE COUNTY,447,17,0,100,0,100,361,447,289,-9999999,5,34,7,13
STATE,CAMPUS,2017-2018,230906102,ROBERT F HUNT EL,ELEMENTARY,230906,NEW DIANA ISD,7,230,UPSHUR COUNTY,543,22,0,14,0,14,268,543,141,16,8,25,0,13
STATE,CAMPUS,2017-2018,15914001,ROBERT G COLE MIDDLE/HIGH SCHOOL,ELEMENTARY / SECONDARY,15914,FT SAM HOUSTON ISD,20,15,BEXAR COUNTY,727,65,315,12,0,11,186,0,168,635,0,92,0,0
STATE,CAMPUS,2017-2018,220919104,ROBERT H ROCKENBAUGH EL,ELEMENTARY,220919,CARROLL ISD,11,220,TARRANT COUNTY,543,78,0,48,0,48,7,0,53,-9999999,0,61,0,15
STATE,CAMPUS,2017-2018,101914120,ROBERT KING EL,ELEMENTARY,101914,KATY ISD,4,101,HARRIS COUNTY,981,8,0,348,218,124,498,981,603,11,-9999999,136,13,32
