YEAR,DISTRICT ID,DESCRIPTION
2016,112901,INDEPENDENT TOWN
2016,110907,RURAL
2016,57919,NON-METROPOLITAN FAST GROWING
2016,171902,RURAL
2016,20906,OTHER CENTRAL CITY SUBURBAN
2016,143905,RURAL
2016,177902,NON-METROPOLITAN STABLE
2016,205907,OTHER CENTRAL CITY SUBURBAN
2016,153904,RURAL
2016,146907,NON-METROPOLITAN STABLE
2016,201910,OTHER CENTRAL CITY SUBURBAN
2016,246911,OTHER CENTRAL CITY SUBURBAN
2016,81904,NON-METROPOLITAN STABLE
2016,123803,CHARTER SCHOOL DISTRICTS
2016,14909,OTHER CENTRAL CITY SUBURBAN
2016,210904,RURAL
2016,22004,RURAL
2016,222901,RURAL
2016,129906,OTHER CENTRAL CITY
2016,57804,CHARTER SCHOOL DISTRICTS
2016,19907,INDEPENDENT TOWN
2016,84906,OTHER CENTRAL CITY SUBURBAN
2016,221801,CHARTER SCHOOL DISTRICTS
2016,227805,CHARTER SCHOOL DISTRICTS
2016,226801,CHARTER SCHOOL DISTRICTS
2016,105802,CHARTER SCHOOL DISTRICTS
2016,220814,CHARTER SCHOOL DISTRICTS
2016,170801,CHARTER SCHOOL DISTRICTS
2016,211901,RURAL
2016,56902,RURAL
2016,227828,CHARTER SCHOOL DISTRICTS
2016,227827,CHARTER SCHOOL DISTRICTS
2016,101864,CHARTER SCHOOL DISTRICTS
2016,101868,CHARTER SCHOOL DISTRICTS
2016,101861,CHARTER SCHOOL DISTRICTS
2016,101814,CHARTER SCHOOL DISTRICTS
2016,166905,RURAL
2016,246912,RURAL
2016,149902,RURAL
2016,72901,RURAL
2016,224901,RURAL
2016,158902,NON-METROPOLITAN STABLE
2016,210905,RURAL
2016,91907,NON-METROPOLITAN FAST GROWING
2016,111903,INDEPENDENT TOWN
2016,91918,RURAL
2016,101921,MAJOR SUBURBAN
2016,71908,NON-METROPOLITAN STABLE
2016,220801,CHARTER SCHOOL DISTRICTS
2016,221905,RURAL
2016,74912,RURAL
2016,107907,RURAL
2016,57813,CHARTER SCHOOL DISTRICTS
2016,46802,CHARTER SCHOOL DISTRICTS
2016,57849,CHARTER SCHOOL DISTRICTS
2016,228903,NON-METROPOLITAN STABLE
2016,212904,NON-METROPOLITAN STABLE
2016,14910,NON-METROPOLITAN STABLE
2016,219903,NON-METROPOLITAN STABLE
2016,178912,OTHER CENTRAL CITY SUBURBAN
2016,96905,RURAL
2016,101840,CHARTER SCHOOL DISTRICTS
2016,212905,OTHER CENTRAL CITY
2016,57845,CHARTER SCHOOL DISTRICTS
2016,230908,RURAL
2016,230904,RURAL
2016,240903,OTHER CENTRAL CITY
2016,57808,CHARTER SCHOOL DISTRICTS
2016,101807,CHARTER SCHOOL DISTRICTS
2016,227819,CHARTER SCHOOL DISTRICTS
2016,227806,CHARTER SCHOOL DISTRICTS
2016,57803,CHARTER SCHOOL DISTRICTS
2016,212804,CHARTER SCHOOL DISTRICTS
2016,232904,RURAL
2016,68803,CHARTER SCHOOL DISTRICTS
2016,232903,INDEPENDENT TOWN
2016,122902,RURAL
2016,18904,RURAL
2016,49903,NON-METROPOLITAN FAST GROWING
2016,108916,OTHER CENTRAL CITY SUBURBAN
2016,91908,OTHER CENTRAL CITY SUBURBAN
2016,234906,OTHER CENTRAL CITY SUBURBAN
2016,158906,NON-METROPOLITAN STABLE
2016,108808,CHARTER SCHOOL DISTRICTS
2016,180902,RURAL
2016,126908,OTHER CENTRAL CITY SUBURBAN
2016,226908,RURAL
2016,244903,NON-METROPOLITAN STABLE
2016,235902,INDEPENDENT TOWN
2016,101865,CHARTER SCHOOL DISTRICTS
2016,181907,OTHER CENTRAL CITY SUBURBAN
2016,57847,CHARTER SCHOOL DISTRICTS
2016,71809,CHARTER SCHOOL DISTRICTS
2016,143904,RURAL
2016,161801,CHARTER SCHOOL DISTRICTS
2016,161914,OTHER CENTRAL CITY
2016,89905,NON-METROPOLITAN FAST GROWING
2016,59902,RURAL
2016,226906,OTHER CENTRAL CITY SUBURBAN
2016,237904,INDEPENDENT TOWN
2016,49908,RURAL
2016,18905,RURAL
2016,229904,NON-METROPOLITAN STABLE
2016,102903,NON-METROPOLITAN STABLE
2016,226905,RURAL
2016,70801,CHARTER SCHOOL DISTRICTS
2016,70912,OTHER CENTRAL CITY
2016,227803,CHARTER SCHOOL DISTRICTS
2016,184903,OTHER CENTRAL CITY
2016,240904,RURAL
2016,45905,RURAL
2016,44902,RURAL
2016,223904,RURAL
2016,37909,RURAL
2016,108913,OTHER CENTRAL CITY SUBURBAN
2016,100908,RURAL
2016,161916,NON-METROPOLITAN STABLE
2016,181906,NON-METROPOLITAN STABLE
2016,178915,OTHER CENTRAL CITY SUBURBAN
2016,201914,NON-METROPOLITAN STABLE
2016,202905,RURAL
2016,168903,RURAL
2016,62905,RURAL
2016,220810,CHARTER SCHOOL DISTRICTS
2016,73904,RURAL
2016,1908,NON-METROPOLITAN STABLE
2016,241904,NON-METROPOLITAN STABLE
2016,242903,RURAL
2016,33904,RURAL
2016,92908,OTHER CENTRAL CITY SUBURBAN
2016,220920,MAJOR SUBURBAN
2016,40902,RURAL
2016,212906,OTHER CENTRAL CITY SUBURBAN
2016,91909,OTHER CENTRAL CITY SUBURBAN
2016,91910,RURAL
2016,110908,RURAL
2016,109911,INDEPENDENT TOWN
2016,243905,OTHER CENTRAL CITY
2016,180904,RURAL
2016,170904,OTHER CENTRAL CITY SUBURBAN
2016,234907,OTHER CENTRAL CITY SUBURBAN
2016,153907,RURAL
2016,105905,OTHER CENTRAL CITY SUBURBAN
2016,5904,RURAL
2016,225905,RURAL
2016,57828,CHARTER SCHOOL DISTRICTS
2016,248902,NON-METROPOLITAN FAST GROWING
2016,250907,INDEPENDENT TOWN
2016,212910,OTHER CENTRAL CITY SUBURBAN
2016,200904,RURAL
2016,174906,RURAL
2016,116909,RURAL
2016,196902,RURAL
2016,224902,RURAL
2016,229903,NON-METROPOLITAN STABLE
2016,81905,RURAL
2016,43914,OTHER CENTRAL CITY SUBURBAN
2016,221912,OTHER CENTRAL CITY SUBURBAN
2016,250905,RURAL
2016,101845,CHARTER SCHOOL DISTRICTS
2016,62903,NON-METROPOLITAN STABLE
2016,62904,RURAL
2016,71905,MAJOR URBAN
2016,253901,OTHER CENTRAL CITY SUBURBAN
2016,3906,RURAL
2016,25906,RURAL
2016,101850,CHARTER SCHOOL DISTRICTS
2017,57816,CHARTER SCHOOL DISTRICTS
2017,57829,CHARTER SCHOOL DISTRICTS
2017,101871,CHARTER SCHOOL DISTRICTS
2017,109901,RURAL
2017,95901,RURAL
2017,221901,OTHER CENTRAL CITY
2017,57814,CHARTER SCHOOL DISTRICTS
2017,14901,NON-METROPOLITAN FAST GROWING
2017,101810,CHARTER SCHOOL DISTRICTS
2017,57810,CHARTER SCHOOL DISTRICTS
2017,101849,CHARTER SCHOOL DISTRICTS
2017,180903,RURAL
2017,57806,CHARTER SCHOOL DISTRICTS
2017,178901,RURAL
2017,15901,MAJOR SUBURBAN
2017,250906,NON-METROPOLITAN STABLE
2017,209901,RURAL
2017,101902,MAJOR SUBURBAN
2017,184907,MAJOR SUBURBAN
2017,125901,INDEPENDENT TOWN
2017,101903,MAJOR SUBURBAN
2017,101815,CHARTER SCHOOL DISTRICTS
2017,43901,OTHER CENTRAL CITY SUBURBAN
2017,57832,CHARTER SCHOOL DISTRICTS
2017,22901,NON-METROPOLITAN STABLE
2017,37901,RURAL
2017,126901,OTHER CENTRAL CITY SUBURBAN
2017,20901,MAJOR SUBURBAN
2017,249901,RURAL
2017,188901,OTHER CENTRAL CITY
2017,84804,CHARTER SCHOOL DISTRICTS
2017,140901,RURAL
2017,101819,CHARTER SCHOOL DISTRICTS
2017,36901,OTHER CENTRAL CITY SUBURBAN
2017,93901,INDEPENDENT TOWN
2017,2901,OTHER CENTRAL CITY SUBURBAN
2017,20902,OTHER CENTRAL CITY SUBURBAN
2017,43902,NON-METROPOLITAN FAST GROWING
2017,127901,RURAL
2017,71906,RURAL
2017,110901,RURAL
2017,228905,RURAL
2017,109912,RURAL
2017,4901,INDEPENDENT TOWN
2017,205901,OTHER CENTRAL CITY SUBURBAN
2017,5901,RURAL
2017,61910,OTHER CENTRAL CITY SUBURBAN
2017,101803,CHARTER SCHOOL DISTRICTS
2017,220802,CHARTER SCHOOL DISTRICTS
2017,220901,MAJOR URBAN
2017,212901,RURAL
2017,21805,CHARTER SCHOOL DISTRICTS
2017,217901,RURAL
2017,107901,INDEPENDENT TOWN
2017,34901,INDEPENDENT TOWN
2017,61907,OTHER CENTRAL CITY SUBURBAN
2017,227825,CHARTER SCHOOL DISTRICTS
2017,227821,CHARTER SCHOOL DISTRICTS
2017,227901,MAJOR URBAN
2017,196901,RURAL
2017,70901,NON-METROPOLITAN FAST GROWING
2017,194902,RURAL
2017,34902,RURAL
2017,161918,RURAL
2017,220915,MAJOR SUBURBAN
2017,30903,RURAL
2017,200901,NON-METROPOLITAN STABLE
2017,195902,RURAL
2017,10902,MAJOR SUBURBAN
2017,25901,NON-METROPOLITAN STABLE
2017,178913,NON-METROPOLITAN STABLE
2017,36902,OTHER CENTRAL CITY SUBURBAN
2017,14902,RURAL
2017,15834,CHARTER SCHOOL DISTRICTS
2017,11901,INDEPENDENT TOWN
2017,158901,INDEPENDENT TOWN
2017,101847,CHARTER SCHOOL DISTRICTS
2017,123910,OTHER CENTRAL CITY
2017,183901,RURAL
2017,13901,INDEPENDENT TOWN
2017,39904,RURAL
2017,91901,RURAL
2017,8901,INDEPENDENT TOWN
2017,14903,OTHER CENTRAL CITY SUBURBAN
2017,125902,RURAL
2017,66901,RURAL
2017,138904,RURAL
2017,101870,CHARTER SCHOOL DISTRICTS
2017,15809,CHARTER SCHOOL DISTRICTS
2017,187901,RURAL
2017,230901,RURAL
2017,114901,INDEPENDENT TOWN
2017,193801,CHARTER SCHOOL DISTRICTS
2017,220902,MAJOR SUBURBAN
2017,178902,NON-METROPOLITAN STABLE
2017,177903,RURAL
2017,16902,NON-METROPOLITAN STABLE
2017,116915,RURAL
2017,25904,RURAL
2017,34909,RURAL
2017,175902,OTHER CENTRAL CITY SUBURBAN
2017,235901,NON-METROPOLITAN STABLE
2017,43917,RURAL
2017,72904,RURAL
2017,109913,RURAL
2017,123807,CHARTER SCHOOL DISTRICTS
2017,130901,MAJOR SUBURBAN
2017,116916,RURAL
2017,241901,OTHER CENTRAL CITY SUBURBAN
2017,74903,INDEPENDENT TOWN
2017,148901,RURAL
2017,17901,RURAL
2017,117901,NON-METROPOLITAN STABLE
2017,161923,RURAL
2017,185901,RURAL
2017,169901,NON-METROPOLITAN STABLE
2017,249902,NON-METROPOLITAN STABLE
2017,180901,RURAL
2017,136901,RURAL
2017,160901,NON-METROPOLITAN STABLE
2017,8903,RURAL
2017,213801,CHARTER SCHOOL DISTRICTS
2017,21803,CHARTER SCHOOL DISTRICTS
2017,20905,OTHER CENTRAL CITY
2017,215901,NON-METROPOLITAN STABLE
2017,198901,RURAL
2017,239901,INDEPENDENT TOWN
2017,181901,NON-METROPOLITAN STABLE
2017,249903,NON-METROPOLITAN STABLE
2017,203902,RURAL
2017,184909,OTHER CENTRAL CITY SUBURBAN
2017,41901,RURAL
2017,121902,RURAL
2017,25908,RURAL
2017,15830,CHARTER SCHOOL DISTRICTS
2017,24901,OTHER CENTRAL CITY SUBURBAN
2017,223901,NON-METROPOLITAN STABLE
2017,107902,OTHER CENTRAL CITY SUBURBAN
2017,31901,OTHER CENTRAL CITY
2017,25902,INDEPENDENT TOWN
2017,161919,RURAL
2017,21902,OTHER CENTRAL CITY
2017,119901,RURAL
2017,166907,RURAL
2017,186901,RURAL
2017,145901,NON-METROPOLITAN STABLE
2017,212902,OTHER CENTRAL CITY SUBURBAN
2017,121903,NON-METROPOLITAN STABLE
2017,243901,OTHER CENTRAL CITY SUBURBAN
2017,176901,RURAL
2017,126902,OTHER CENTRAL CITY
2017,27903,OTHER CENTRAL CITY SUBURBAN
2017,71801,CHARTER SCHOOL DISTRICTS
2017,239903,NON-METROPOLITAN FAST GROWING
2017,188904,OTHER CENTRAL CITY SUBURBAN
2017,109902,RURAL
2017,101869,CHARTER SCHOOL DISTRICTS
2017,116901,NON-METROPOLITAN STABLE
2017,178903,NON-METROPOLITAN STABLE
2017,26901,OTHER CENTRAL CITY SUBURBAN
2017,29901,NON-METROPOLITAN STABLE
2017,49905,NON-METROPOLITAN STABLE
2017,198902,RURAL
2017,101837,CHARTER SCHOOL DISTRICTS
2017,166901,NON-METROPOLITAN STABLE
2017,116910,RURAL
2017,106901,NON-METROPOLITAN STABLE
2017,234902,INDEPENDENT TOWN
2017,71907,MAJOR SUBURBAN
2017,191901,OTHER CENTRAL CITY
2017,201913,RURAL
2017,15837,CHARTER SCHOOL DISTRICTS
2017,64903,OTHER CENTRAL CITY SUBURBAN
2017,220919,MAJOR SUBURBAN
2017,57903,MAJOR SUBURBAN
2017,183902,NON-METROPOLITAN STABLE
2017,220917,MAJOR SUBURBAN
2017,1902,RURAL
2017,57904,MAJOR SUBURBAN
2017,227817,CHARTER SCHOOL DISTRICTS
2017,116902,RURAL
2017,43903,NON-METROPOLITAN FAST GROWING
2017,210901,INDEPENDENT TOWN
2017,133901,RURAL
2017,145902,RURAL
2017,228904,RURAL
2017,174908,NON-METROPOLITAN STABLE
2017,3907,NON-METROPOLITAN STABLE
2017,101905,MAJOR SUBURBAN
2017,103901,RURAL
2017,227814,CHARTER SCHOOL DISTRICTS
2017,220815,CHARTER SCHOOL DISTRICTS
2017,212909,OTHER CENTRAL CITY SUBURBAN
2017,225906,NON-METROPOLITAN STABLE
2017,7901,RURAL
2017,206903,RURAL
2017,229906,RURAL
2017,249904,RURAL
2017,38901,NON-METROPOLITAN STABLE
2017,99902,RURAL
2017,73901,RURAL
2017,161920,OTHER CENTRAL CITY SUBURBAN
2017,174901,RURAL
2017,139905,NON-METROPOLITAN STABLE
2017,226901,RURAL
2017,67902,NON-METROPOLITAN STABLE
2017,243906,OTHER CENTRAL CITY SUBURBAN
2017,57841,CHARTER SCHOOL DISTRICTS
2017,65901,RURAL
2017,194904,RURAL
2017,6902,RURAL
2017,84910,MAJOR SUBURBAN
2017,126903,OTHER CENTRAL CITY SUBURBAN
2017,146901,OTHER CENTRAL CITY SUBURBAN
2017,18901,NON-METROPOLITAN STABLE
2017,71901,MAJOR SUBURBAN
2017,30902,OTHER CENTRAL CITY SUBURBAN
2017,114902,NON-METROPOLITAN STABLE
2017,204901,INDEPENDENT TOWN
2017,42901,NON-METROPOLITAN STABLE
2017,21901,OTHER CENTRAL CITY
2017,91902,RURAL
2017,229901,RURAL
2017,168901,NON-METROPOLITAN STABLE
2017,20907,OTHER CENTRAL CITY SUBURBAN
2017,45902,NON-METROPOLITAN STABLE
2017,46902,MAJOR SUBURBAN
2017,47901,NON-METROPOLITAN STABLE
2017,130902,INDEPENDENT TOWN
2017,116903,NON-METROPOLITAN STABLE
2017,43918,NON-METROPOLITAN FAST GROWING
2017,112908,RURAL
2017,68802,CHARTER SCHOOL DISTRICTS
2017,101842,CHARTER SCHOOL DISTRICTS
2017,233903,RURAL
2017,161921,OTHER CENTRAL CITY SUBURBAN
2017,170902,OTHER CENTRAL CITY
2017,147901,RURAL
2017,60902,RURAL
2017,57922,MAJOR SUBURBAN
2017,50910,OTHER CENTRAL CITY SUBURBAN
2017,178904,OTHER CENTRAL CITY
2017,178807,CHARTER SCHOOL DISTRICTS
2017,187904,NON-METROPOLITAN STABLE
2017,175903,OTHER CENTRAL CITY SUBURBAN
2017,95902,RURAL
2017,142901,OTHER CENTRAL CITY SUBURBAN
2017,246914,RURAL
2017,109903,RURAL
2017,129901,MAJOR SUBURBAN
2017,52901,OTHER CENTRAL CITY SUBURBAN
2017,18908,RURAL
2017,161901,RURAL
2017,53001,RURAL
2017,113901,NON-METROPOLITAN STABLE
2017,101906,MAJOR SUBURBAN
2017,54901,RURAL
2017,30901,RURAL
2017,107904,RURAL
2017,184801,CHARTER SCHOOL DISTRICTS
2017,78901,RURAL
2017,220912,MAJOR SUBURBAN
2017,254901,NON-METROPOLITAN STABLE
2017,62901,NON-METROPOLITAN STABLE
2017,55901,RURAL
2017,212801,CHARTER SCHOOL DISTRICTS
2017,112905,RURAL
2017,174902,RURAL
2017,101907,MAJOR SUBURBAN
2017,163902,RURAL
2017,172902,NON-METROPOLITAN STABLE
2017,56901,NON-METROPOLITAN STABLE
2017,57905,MAJOR URBAN
2017,20910,RURAL
2017,20904,RURAL
2017,148905,RURAL
2017,58902,RURAL
2017,175904,RURAL
2017,146902,INDEPENDENT TOWN
2017,47902,RURAL
2017,249905,INDEPENDENT TOWN
2017,101908,MAJOR SUBURBAN
2017,19901,RURAL
2017,227910,MAJOR SUBURBAN
2017,115903,RURAL
2017,91903,OTHER CENTRAL CITY SUBURBAN
2017,61901,OTHER CENTRAL CITY
2017,251901,NON-METROPOLITAN STABLE
2017,57906,MAJOR SUBURBAN
2017,194905,RURAL
2017,146903,RURAL
2017,163901,NON-METROPOLITAN STABLE
2017,81906,RURAL
2017,176903,RURAL
2017,3905,NON-METROPOLITAN STABLE
2017,84901,OTHER CENTRAL CITY
2017,82902,NON-METROPOLITAN STABLE
2017,144903,RURAL
2017,35901,OTHER CENTRAL CITY SUBURBAN
2017,133905,RURAL
2017,74904,RURAL
2017,108902,OTHER CENTRAL CITY SUBURBAN
2017,86024,RURAL
2017,174911,RURAL
2017,178801,CHARTER SCHOOL DISTRICTS
2017,101856,CHARTER SCHOOL DISTRICTS
2017,105904,MAJOR SUBURBAN
2017,178905,RURAL
2017,72902,NON-METROPOLITAN STABLE
2017,171901,NON-METROPOLITAN STABLE
2017,57907,MAJOR SUBURBAN
2017,220918,MAJOR SUBURBAN
2017,159901,OTHER CENTRAL CITY SUBURBAN
2017,227909,MAJOR SUBURBAN
2017,25909,NON-METROPOLITAN STABLE
2017,227824,CHARTER SCHOOL DISTRICTS
2017,241902,OTHER CENTRAL CITY SUBURBAN
2017,15911,MAJOR SUBURBAN
2017,36903,INDEPENDENT TOWN
2017,220811,CHARTER SCHOOL DISTRICTS
2017,92801,CHARTER SCHOOL DISTRICTS
2017,67903,NON-METROPOLITAN STABLE
2017,68901,OTHER CENTRAL CITY
2017,74905,RURAL
2017,108903,OTHER CENTRAL CITY SUBURBAN
2017,48901,RURAL
2017,15905,MAJOR SUBURBAN
2017,234903,NON-METROPOLITAN STABLE
2017,108904,OTHER CENTRAL CITY
2017,120901,NON-METROPOLITAN STABLE
2017,57833,CHARTER SCHOOL DISTRICTS
2017,123805,CHARTER SCHOOL DISTRICTS
2017,241903,INDEPENDENT TOWN
2017,71804,CHARTER SCHOOL DISTRICTS
2017,71902,MAJOR URBAN
2017,71810,CHARTER SCHOOL DISTRICTS
2017,15836,CHARTER SCHOOL DISTRICTS
2017,243902,RURAL
2017,11902,NON-METROPOLITAN STABLE
2017,1903,NON-METROPOLITAN STABLE
2017,102906,NON-METROPOLITAN STABLE
2017,70903,OTHER CENTRAL CITY SUBURBAN
2017,49906,RURAL
2017,72802,CHARTER SCHOOL DISTRICTS
2017,174910,RURAL
2017,30906,RURAL
2017,107905,NON-METROPOLITAN STABLE
2017,121906,RURAL
2017,50901,RURAL
2017,220904,MAJOR SUBURBAN
2017,57834,CHARTER SCHOOL DISTRICTS
2017,101811,CHARTER SCHOOL DISTRICTS
2017,108809,CHARTER SCHOOL DISTRICTS
2017,210906,RURAL
2017,143906,RURAL
2017,71903,NON-METROPOLITAN STABLE
2017,81902,NON-METROPOLITAN STABLE
2017,128904,RURAL
2017,60914,RURAL
2017,43904,NON-METROPOLITAN STABLE
2017,185902,RURAL
2017,75906,RURAL
2017,70905,MAJOR SUBURBAN
2017,75901,RURAL
2017,246902,NON-METROPOLITAN STABLE
2017,247901,INDEPENDENT TOWN
2017,178914,OTHER CENTRAL CITY SUBURBAN
2017,77901,RURAL
2017,57817,CHARTER SCHOOL DISTRICTS
2017,148902,RURAL
2017,169910,RURAL
2017,129902,MAJOR SUBURBAN
2017,114904,RURAL
2017,79907,MAJOR SUBURBAN
2017,242906,RURAL
2017,186902,NON-METROPOLITAN STABLE
2017,220809,CHARTER SCHOOL DISTRICTS
2017,220905,MAJOR URBAN
2017,198903,OTHER CENTRAL CITY SUBURBAN
2017,1904,RURAL
2017,86901,INDEPENDENT TOWN
2017,66903,RURAL
2017,152907,OTHER CENTRAL CITY SUBURBAN
2017,84911,NON-METROPOLITAN STABLE
2017,185903,NON-METROPOLITAN STABLE
2017,43905,OTHER CENTRAL CITY
2017,175905,NON-METROPOLITAN FAST GROWING
2017,234909,RURAL
2017,122901,RURAL
2017,115901,RURAL
2017,15914,NON-METROPOLITAN STABLE
2017,49901,INDEPENDENT TOWN
2017,101910,MAJOR SUBURBAN
2017,84902,OTHER CENTRAL CITY
2017,120902,RURAL
2017,57909,MAJOR SUBURBAN
2017,184911,RURAL
2017,174903,RURAL
2017,183904,NON-METROPOLITAN FAST GROWING
2017,50902,OTHER CENTRAL CITY SUBURBAN
2017,240801,CHARTER SCHOOL DISTRICTS
2017,57831,CHARTER SCHOOL DISTRICTS
2017,166902,RURAL
2017,15802,CHARTER SCHOOL DISTRICTS
2017,101804,CHARTER SCHOOL DISTRICTS
2017,149901,NON-METROPOLITAN STABLE
2017,246904,OTHER CENTRAL CITY
2017,161925,RURAL
2017,144901,NON-METROPOLITAN STABLE
2017,230902,OTHER CENTRAL CITY SUBURBAN
2017,92901,OTHER CENTRAL CITY SUBURBAN
2017,87901,RURAL
2017,213901,NON-METROPOLITAN STABLE
2017,101866,CHARTER SCHOOL DISTRICTS
2017,126911,MAJOR SUBURBAN
2017,169906,RURAL
2017,57835,CHARTER SCHOOL DISTRICTS
2017,167901,RURAL
2017,88902,NON-METROPOLITAN STABLE
2017,89901,NON-METROPOLITAN STABLE
2017,187903,RURAL
2017,101911,MAJOR SUBURBAN
2017,182901,RURAL
2017,67904,RURAL
2017,156905,RURAL
2017,182902,RURAL
2017,252901,NON-METROPOLITAN STABLE
2017,111901,OTHER CENTRAL CITY SUBURBAN
2017,57910,MAJOR SUBURBAN
2017,234904,NON-METROPOLITAN STABLE
2017,238904,RURAL
2017,126904,NON-METROPOLITAN STABLE
2017,90905,RURAL
2017,246905,RURAL
2017,226907,OTHER CENTRAL CITY SUBURBAN
2017,113902,RURAL
2017,220906,MAJOR SUBURBAN
2017,15835,CHARTER SCHOOL DISTRICTS
2017,116905,INDEPENDENT TOWN
2017,165902,OTHER CENTRAL CITY SUBURBAN
2017,205902,OTHER CENTRAL CITY SUBURBAN
2017,147902,NON-METROPOLITAN STABLE
2017,33901,RURAL
2017,228901,RURAL
2017,98901,RURAL
2017,91917,RURAL
2017,47903,RURAL
2017,135001,RURAL
2017,95903,RURAL
2017,143901,NON-METROPOLITAN STABLE
2017,161924,RURAL
2017,102904,OTHER CENTRAL CITY SUBURBAN
2017,97902,RURAL
2017,127903,RURAL
2017,123914,OTHER CENTRAL CITY SUBURBAN
2017,219901,RURAL
2017,146904,NON-METROPOLITAN FAST GROWING
2017,100905,OTHER CENTRAL CITY SUBURBAN
2017,15904,MAJOR SUBURBAN
2017,102905,RURAL
2017,31903,OTHER CENTRAL CITY SUBURBAN
2017,230905,INDEPENDENT TOWN
2017,101858,CHARTER SCHOOL DISTRICTS
2017,101862,CHARTER SCHOOL DISTRICTS
2017,71806,CHARTER SCHOOL DISTRICTS
2017,15828,CHARTER SCHOOL DISTRICTS
2017,161807,CHARTER SCHOOL DISTRICTS
2017,101846,CHARTER SCHOOL DISTRICTS
2017,227816,CHARTER SCHOOL DISTRICTS
2017,86902,RURAL
2017,244901,RURAL
2017,35902,RURAL
2017,103902,RURAL
2017,225907,NON-METROPOLITAN FAST GROWING
2017,104901,RURAL
2017,250902,RURAL
2017,127904,RURAL
2017,105906,MAJOR SUBURBAN
2017,198905,RURAL
2017,65902,RURAL
2017,202903,NON-METROPOLITAN STABLE
2017,237902,NON-METROPOLITAN STABLE
2017,201902,INDEPENDENT TOWN
2017,39902,OTHER CENTRAL CITY SUBURBAN
2017,15833,CHARTER SCHOOL DISTRICTS
2017,59901,OTHER CENTRAL CITY SUBURBAN
2017,15815,CHARTER SCHOOL DISTRICTS
2017,208901,RURAL
2017,97903,RURAL
2017,108905,OTHER CENTRAL CITY SUBURBAN
2017,148903,RURAL
2017,84903,RURAL
2017,220819,CHARTER SCHOOL DISTRICTS
2017,177905,RURAL
2017,57911,MAJOR SUBURBAN
2017,188903,NON-METROPOLITAN STABLE
2017,109904,INDEPENDENT TOWN
2017,84908,OTHER CENTRAL CITY SUBURBAN
2017,14905,RURAL
2017,5902,OTHER CENTRAL CITY SUBURBAN
2017,163904,INDEPENDENT TOWN
2017,74907,RURAL
2017,19902,NON-METROPOLITAN STABLE
2017,108802,CHARTER SCHOOL DISTRICTS
2017,101828,CHARTER SCHOOL DISTRICTS
2017,101821,CHARTER SCHOOL DISTRICTS
2017,101829,CHARTER SCHOOL DISTRICTS
2017,101912,MAJOR URBAN
2017,91905,OTHER CENTRAL CITY SUBURBAN
2017,19913,RURAL
2017,109905,RURAL
2017,72908,RURAL
2017,3902,NON-METROPOLITAN STABLE
2017,101925,NON-METROPOLITAN STABLE
2017,34903,INDEPENDENT TOWN
2017,146905,RURAL
2017,101913,MAJOR SUBURBAN
2017,133902,RURAL
2017,3904,NON-METROPOLITAN STABLE
2017,236902,INDEPENDENT TOWN
2017,220916,MAJOR SUBURBAN
2017,246906,OTHER CENTRAL CITY SUBURBAN
2017,152910,OTHER CENTRAL CITY SUBURBAN
2017,108807,CHARTER SCHOOL DISTRICTS
2017,43801,CHARTER SCHOOL DISTRICTS
2017,120905,NON-METROPOLITAN STABLE
2017,205903,OTHER CENTRAL CITY SUBURBAN
2017,133904,NON-METROPOLITAN STABLE
2017,57830,CHARTER SCHOOL DISTRICTS
2017,57848,CHARTER SCHOOL DISTRICTS
2017,93903,RURAL
2017,243903,OTHER CENTRAL CITY SUBURBAN
2017,208903,RURAL
2017,186903,RURAL
2017,18906,RURAL
2017,118902,RURAL
2017,57912,MAJOR SUBURBAN
2017,70907,RURAL
2017,109907,RURAL
2017,119902,NON-METROPOLITAN STABLE
2017,37904,INDEPENDENT TOWN
2017,246907,OTHER CENTRAL CITY SUBURBAN
2017,121904,INDEPENDENT TOWN
2017,132902,RURAL
2017,57819,CHARTER SCHOOL DISTRICTS
2017,155901,NON-METROPOLITAN STABLE
2017,124901,NON-METROPOLITAN STABLE
2017,221911,NON-METROPOLITAN STABLE
2017,210902,RURAL
2017,15808,CHARTER SCHOOL DISTRICTS
2017,16901,RURAL
2017,50909,INDEPENDENT TOWN
2017,126905,OTHER CENTRAL CITY SUBURBAN
2017,7902,NON-METROPOLITAN STABLE
2017,15822,CHARTER SCHOOL DISTRICTS
2017,15916,MAJOR SUBURBAN
2017,134901,RURAL
2017,102901,RURAL
2017,128901,NON-METROPOLITAN STABLE
2017,105801,CHARTER SCHOOL DISTRICTS
2017,101914,MAJOR SUBURBAN
2017,126801,CHARTER SCHOOL DISTRICTS
2017,129903,OTHER CENTRAL CITY SUBURBAN
2017,126906,NON-METROPOLITAN FAST GROWING
2017,220907,MAJOR SUBURBAN
2017,242905,RURAL
2017,129904,OTHER CENTRAL CITY SUBURBAN
2017,131001,RURAL
2017,128902,RURAL
2017,113906,RURAL
2017,220914,MAJOR SUBURBAN
2017,175907,RURAL
2017,248901,OTHER CENTRAL CITY SUBURBAN
2017,133903,INDEPENDENT TOWN
2017,105803,CHARTER SCHOOL DISTRICTS
2017,92902,OTHER CENTRAL CITY SUBURBAN
2017,14906,OTHER CENTRAL CITY
2017,137901,INDEPENDENT TOWN
2017,227820,CHARTER SCHOOL DISTRICTS
